FID,Data Bytes,Direction,Checksum,Time (ms)
3,[  255  :  150  :  1  :  72  ],Rx,PASSED,0
4,[  255  :  243  :  255  :  72  ],Rx,PASSED,11
5,[  0  :  12  :  61  :  0  ],Rx,PASSED,11
7,[  0  :  0  :  0  :  0  ],Rx,PASSED,11
8,[  255  :  255  :  255  :  254  ],Rx,PASSED,11
9,[  0  :  0  :  3  :  230  ],Rx,PASSED,15
10,[  255  :  255  :  253  :  179  ],Rx,PASSED,15
11,[  0  :  0  :  1  :  73  ],Rx,PASSED,15
12,[  0  :  0  :  0  :  33  ],Rx,PASSED,15
3,[  255  :  150  :  1  :  180  ],Rx,PASSED,15
4,[  255  :  243  :  255  :  8  ],Rx,PASSED,20
5,[  0  :  10  :  61  :  20  ],Rx,PASSED,21
7,[  0  :  0  :  0  :  6  ],Rx,PASSED,21
8,[  255  :  255  :  255  :  250  ],Rx,PASSED,21
9,[  0  :  0  :  3  :  231  ],Rx,PASSED,21
10,[  255  :  255  :  253  :  179  ],Rx,PASSED,25
11,[  0  :  0  :  1  :  73  ],Rx,PASSED,25
12,[  255  :  255  :  255  :  167  ],Rx,PASSED,25
3,[  255  :  151  :  1  :  64  ],Rx,PASSED,25
4,[  255  :  241  :  255  :  200  ],Rx,PASSED,30
5,[  0  :  11  :  61  :  20  ],Rx,PASSED,30
7,[  255  :  255  :  255  :  255  ],Rx,PASSED,30
8,[  0  :  0  :  0  :  6  ],Rx,PASSED,30
9,[  0  :  0  :  3  :  231  ],Rx,PASSED,30
10,[  255  :  255  :  253  :  240  ],Rx,PASSED,35
11,[  0  :  0  :  0  :  207  ],Rx,PASSED,35
12,[  255  :  255  :  255  :  228  ],Rx,PASSED,35
3,[  255  :  151  :  1  :  64  ],Rx,PASSED,35
4,[  255  :  241  :  255  :  200  ],Rx,PASSED,40
5,[  0  :  11  :  61  :  20  ],Rx,PASSED,40
7,[  255  :  255  :  255  :  255  ],Rx,PASSED,40
8,[  0  :  0  :  0  :  6  ],Rx,PASSED,40
9,[  0  :  0  :  3  :  231  ],Rx,PASSED,40
10,[  255  :  255  :  253  :  240  ],Rx,PASSED,41
11,[  0  :  0  :  0  :  207  ],Rx,PASSED,42
12,[  255  :  255  :  255  :  228  ],Rx,PASSED,42
6,[  0  :  0  :  0  :  0  ],Rx,PASSED,42
13,[  64  :  0  :  0  :  1  ],Rx,PASSED,42
14,[  64  :  0  :  0  :  0  ],Rx,PASSED,46
15,[  64  :  0  :  0  :  0  ],Rx,PASSED,46
3,[  255  :  156  :  1  :  100  ],Rx,PASSED,46
4,[  255  :  240  :  255  :  148  ],Rx,PASSED,50
5,[  0  :  13  :  60  :  252  ],Rx,PASSED,50
7,[  0  :  0  :  0  :  1  ],Rx,PASSED,50
8,[  0  :  0  :  0  :  3  ],Rx,PASSED,50
9,[  0  :  0  :  3  :  229  ],Rx,PASSED,50
10,[  255  :  255  :  255  :  33  ],Rx,PASSED,52
11,[  0  :  0  :  0  :  146  ],Rx,PASSED,52
12,[  0  :  0  :  0  :  94  ],Rx,PASSED,52
3,[  255  :  156  :  1  :  72  ],Rx,PASSED,52
4,[  255  :  238  :  255  :  76  ],Rx,PASSED,58
5,[  0  :  13  :  61  :  40  ],Rx,PASSED,58
7,[  0  :  0  :  0  :  0  ],Rx,PASSED,58
8,[  255  :  255  :  255  :  255  ],Rx,PASSED,58
9,[  0  :  0  :  3  :  232  ],Rx,PASSED,58
10,[  255  :  255  :  255  :  33  ],Rx,PASSED,62
11,[  0  :  0  :  0  :  24  ],Rx,PASSED,62
12,[  0  :  0  :  0  :  94  ],Rx,PASSED,62
3,[  255  :  158  :  1  :  152  ],Rx,PASSED,62
4,[  255  :  239  :  255  :  52  ],Rx,PASSED,68
5,[  0  :  12  :  61  :  20  ],Rx,PASSED,68
7,[  0  :  0  :  0  :  4  ],Rx,PASSED,68
8,[  255  :  255  :  255  :  253  ],Rx,PASSED,68
9,[  0  :  0  :  3  :  231  ],Rx,PASSED,68
10,[  255  :  255  :  255  :  155  ],Rx,PASSED,72
11,[  0  :  0  :  0  :  85  ],Rx,PASSED,72
12,[  0  :  0  :  0  :  33  ],Rx,PASSED,72
3,[  255  :  158  :  1  :  152  ],Rx,PASSED,72
4,[  255  :  239  :  255  :  52  ],Rx,PASSED,77
5,[  0  :  12  :  61  :  20  ],Rx,PASSED,77
7,[  0  :  0  :  0  :  4  ],Rx,PASSED,78
8,[  255  :  255  :  255  :  253  ],Rx,PASSED,78
9,[  0  :  0  :  3  :  231  ],Rx,PASSED,78
10,[  255  :  255  :  255  :  155  ],Rx,PASSED,83
11,[  0  :  0  :  0  :  85  ],Rx,PASSED,83
12,[  0  :  0  :  0  :  33  ],Rx,PASSED,83
1,[  0  :  0  :  0  :  0  ],Rx,PASSED,83
2,[  0  :  0  :  3  :  240  ],Rx,PASSED,87
30,[  0  :  0  :  0  :  0  ],Rx,PASSED,87
3,[  255  :  164  :  1  :  208  ],Rx,PASSED,87
4,[  255  :  239  :  255  :  56  ],Rx,PASSED,87
5,[  0  :  12  :  60  :  148  ],Rx,PASSED,87
7,[  0  :  0  :  0  :  8  ],Rx,PASSED,91
8,[  255  :  255  :  255  :  253  ],Rx,PASSED,91
9,[  0  :  0  :  3  :  223  ],Rx,PASSED,91
10,[  0  :  0  :  1  :  9  ],Rx,PASSED,91
11,[  0  :  0  :  0  :  85  ],Rx,PASSED,91
12,[  0  :  0  :  0  :  33  ],Rx,PASSED,92
