FID,Data Bytes,Direction,Checksum,Time (ms)
5,[  0  :  10  :  61  :  28  ],Rx,PASSED,100928
7,[  255  :  255  :  255  :  255  ],Rx,PASSED,100928
8,[  255  :  255  :  255  :  252  ],Rx,PASSED,100928
9,[  0  :  0  :  3  :  232  ],Rx,PASSED,100928
10,[  0  :  0  :  1  :  59  ],Rx,PASSED,100932
11,[  0  :  0  :  0  :  102  ],Rx,PASSED,100932
12,[  255  :  255  :  255  :  160  ],Rx,PASSED,100932
3,[  255  :  165  :  1  :  104  ],Rx,PASSED,100932
4,[  255  :  239  :  255  :  36  ],Rx,PASSED,100938
5,[  0  :  10  :  61  :  28  ],Rx,PASSED,100938
7,[  255  :  255  :  255  :  255  ],Rx,PASSED,100938
8,[  255  :  255  :  255  :  252  ],Rx,PASSED,100938
9,[  0  :  0  :  3  :  232  ],Rx,PASSED,100938
10,[  0  :  0  :  1  :  59  ],Rx,PASSED,100941
11,[  0  :  0  :  0  :  102  ],Rx,PASSED,100941
12,[  255  :  255  :  255  :  160  ],Rx,PASSED,100941
3,[  255  :  166  :  1  :  0  ],Rx,PASSED,100941
4,[  255  :  242  :  254  :  88  ],Rx,PASSED,100948
5,[  0  :  7  :  60  :  220  ],Rx,PASSED,100948
7,[  255  :  255  :  255  :  249  ],Rx,PASSED,100948
8,[  255  :  255  :  255  :  240  ],Rx,PASSED,100948
9,[  0  :  0  :  3  :  228  ],Rx,PASSED,100948
10,[  0  :  0  :  1  :  120  ],Rx,PASSED,100950
11,[  0  :  0  :  1  :  29  ],Rx,PASSED,100950
12,[  255  :  255  :  254  :  233  ],Rx,PASSED,100950
1,[  0  :  8  :  3  :  16  ],Rx,PASSED,100950
2,[  0  :  0  :  0  :  0  ],Rx,PASSED,100958
30,[  0  :  0  :  0  :  0  ],Rx,PASSED,100958
3,[  255  :  165  :  0  :  252  ],Rx,PASSED,100959
4,[  255  :  241  :  254  :  188  ],Rx,PASSED,100960
5,[  0  :  15  :  61  :  72  ],Rx,PASSED,100960
7,[  255  :  255  :  255  :  249  ],Rx,PASSED,100961
8,[  255  :  255  :  255  :  246  ],Rx,PASSED,100961
9,[  0  :  0  :  3  :  235  ],Rx,PASSED,100962
10,[  0  :  0  :  1  :  59  ],Rx,PASSED,100962
11,[  0  :  0  :  0  :  224  ],Rx,PASSED,100963
12,[  0  :  0  :  0  :  209  ],Rx,PASSED,100963
13,[  127  :  47  :  187  :  254  ],Rx,PASSED,100963
14,[  65  :  144  :  136  :  2  ],Rx,PASSED,100963
15,[  64  :  96  :  24  :  0  ],Rx,PASSED,100963
3,[  255  :  158  :  4  :  160  ],Rx,PASSED,100963
4,[  255  :  253  :  254  :  36  ],Rx,PASSED,100966
5,[  0  :  25  :  61  :  128  ],Rx,PASSED,100966
7,[  0  :  0  :  0  :  50  ],Rx,PASSED,100966
8,[  255  :  255  :  255  :  236  ],Rx,PASSED,100966
9,[  0  :  0  :  3  :  238  ],Rx,PASSED,100966
10,[  255  :  255  :  255  :  144  ],Rx,PASSED,100970
11,[  0  :  0  :  3  :  188  ],Rx,PASSED,100970
