FID,Data Bytes,Direction,Checksum,Time (ms)
3,[  253  :  0  :  4  :  124  ],Rx,PASSED,82
4,[  255  :  112  :  246  :  48  ],Rx,PASSED,82
5,[  0  :  94  :  59  :  88  ],Rx,PASSED,82
7,[  0  :  0  :  0  :  10  ],Rx,PASSED,82
8,[  0  :  0  :  0  :  2  ],Rx,PASSED,83
9,[  0  :  0  :  3  :  232  ],Rx,PASSED,83
10,[  0  :  0  :  0  :  35  ],Rx,PASSED,83
11,[  0  :  0  :  1  :  143  ],Rx,PASSED,83
12,[  0  :  0  :  0  :  83  ],Rx,PASSED,83
3,[  253  :  0  :  3  :  248  ],Rx,PASSED,90
4,[  255  :  92  :  245  :  248  ],Rx,PASSED,90
5,[  0  :  78  :  59  :  124  ],Rx,PASSED,90
7,[  0  :  0  :  0  :  2  ],Rx,PASSED,90
8,[  255  :  255  :  255  :  255  ],Rx,PASSED,90
9,[  0  :  0  :  3  :  234  ],Rx,PASSED,92
10,[  0  :  0  :  0  :  35  ],Rx,PASSED,93
11,[  0  :  0  :  0  :  246  ],Rx,PASSED,93
12,[  255  :  255  :  255  :  217  ],Rx,PASSED,93
3,[  252  :  251  :  4  :  124  ],Rx,PASSED,99
4,[  255  :  116  :  245  :  244  ],Rx,PASSED,99
5,[  0  :  110  :  59  :  0  ],Rx,PASSED,99
7,[  0  :  0  :  0  :  10  ],Rx,PASSED,99
8,[  255  :  255  :  255  :  255  ],Rx,PASSED,99
9,[  0  :  0  :  3  :  226  ],Rx,PASSED,103
10,[  255  :  255  :  255  :  253  ],Rx,PASSED,103
11,[  0  :  0  :  1  :  173  ],Rx,PASSED,103
12,[  0  :  0  :  0  :  205  ],Rx,PASSED,103
3,[  252  :  251  :  4  :  124  ],Rx,PASSED,109
4,[  255  :  116  :  245  :  244  ],Rx,PASSED,109
5,[  0  :  110  :  59  :  0  ],Rx,PASSED,109
7,[  0  :  0  :  0  :  10  ],Rx,PASSED,109
8,[  255  :  255  :  255  :  255  ],Rx,PASSED,109
9,[  0  :  0  :  3  :  226  ],Rx,PASSED,111
10,[  255  :  255  :  255  :  253  ],Rx,PASSED,111
11,[  0  :  0  :  1  :  173  ],Rx,PASSED,112
12,[  0  :  0  :  0  :  205  ],Rx,PASSED,112
13,[  64  :  0  :  0  :  0  ],Rx,PASSED,112
14,[  64  :  0  :  3  :  254  ],Rx,PASSED,113
15,[  0  :  0  :  0  :  0  ],Rx,PASSED,113
3,[  253  :  6  :  4  :  20  ],Rx,PASSED,118
4,[  255  :  61  :  246  :  68  ],Rx,PASSED,118
5,[  0  :  109  :  59  :  216  ],Rx,PASSED,118
7,[  0  :  0  :  0  :  3  ],Rx,PASSED,118
8,[  0  :  0  :  0  :  3  ],Rx,PASSED,118
9,[  0  :  0  :  3  :  240  ],Rx,PASSED,122
10,[  0  :  0  :  0  :  81  ],Rx,PASSED,122
11,[  0  :  0  :  0  :  10  ],Rx,PASSED,122
12,[  0  :  0  :  0  :  197  ],Rx,PASSED,122
3,[  252  :  250  :  3  :  248  ],Rx,PASSED,128
4,[  255  :  90  :  245  :  136  ],Rx,PASSED,128
5,[  0  :  84  :  60  :  8  ],Rx,PASSED,128
7,[  0  :  0  :  0  :  2  ],Rx,PASSED,128
8,[  255  :  255  :  255  :  248  ],Rx,PASSED,128
9,[  0  :  0  :  3  :  243  ],Rx,PASSED,133
10,[  255  :  255  :  255  :  245  ],Rx,PASSED,133
11,[  0  :  0  :  0  :  231  ],Rx,PASSED,133
12,[  0  :  0  :  0  :  6  ],Rx,PASSED,133
3,[  253  :  19  :  3  :  160  ],Rx,PASSED,138
4,[  255  :  66  :  246  :  16  ],Rx,PASSED,138
5,[  0  :  82  :  58  :  240  ],Rx,PASSED,138
7,[  255  :  255  :  255  :  252  ],Rx,PASSED,138
8,[  0  :  0  :  0  :  0  ],Rx,PASSED,138
9,[  0  :  0  :  3  :  225  ],Rx,PASSED,140
10,[  0  :  0  :  0  :  180  ],Rx,PASSED,140
11,[  0  :  0  :  0  :  48  ],Rx,PASSED,140
12,[  255  :  255  :  255  :  247  ],Rx,PASSED,140
3,[  253  :  19  :  3  :  160  ],Rx,PASSED,146
4,[  255  :  66  :  246  :  16  ],Rx,PASSED,147
5,[  0  :  82  :  58  :  240  ],Rx,PASSED,147
7,[  255  :  255  :  255  :  252  ],Rx,PASSED,147
8,[  0  :  0  :  0  :  0  ],Rx,PASSED,147
9,[  0  :  0  :  3  :  225  ],Rx,PASSED,151
10,[  0  :  0  :  0  :  180  ],Rx,PASSED,151
11,[  0  :  0  :  0  :  48  ],Rx,PASSED,151
12,[  255  :  255  :  255  :  247  ],Rx,PASSED,151
