FID,Data Bytes,Direction,Checksum,Time (ms)
12,[  255  :  255  :  255  :  181  ],Rx,PASSED,96618
3,[  253  :  27  :  2  :  176  ],Rx,PASSED,96623
4,[  255  :  117  :  249  :  220  ],Rx,PASSED,96623
5,[  0  :  97  :  60  :  12  ],Rx,PASSED,96623
7,[  0  :  0  :  0  :  49  ],Rx,PASSED,96623
8,[  0  :  0  :  0  :  0  ],Rx,PASSED,96623
9,[  0  :  0  :  3  :  237  ],Rx,PASSED,96626
10,[  0  :  0  :  0  :  209  ],Rx,PASSED,96626
11,[  0  :  0  :  1  :  5  ],Rx,PASSED,96626
12,[  0  :  0  :  0  :  48  ],Rx,PASSED,96626
1,[  0  :  0  :  0  :  0  ],Rx,PASSED,96632
2,[  0  :  0  :  0  :  0  ],Rx,PASSED,96632
3,[  253  :  41  :  2  :  204  ],Rx,PASSED,96632
4,[  255  :  110  :  250  :  68  ],Rx,PASSED,96632
5,[  0  :  84  :  60  :  76  ],Rx,PASSED,96633
7,[  0  :  0  :  0  :  51  ],Rx,PASSED,96637
8,[  0  :  0  :  0  :  6  ],Rx,PASSED,96637
9,[  0  :  0  :  3  :  241  ],Rx,PASSED,96637
10,[  0  :  0  :  1  :  60  ],Rx,PASSED,96637
11,[  0  :  0  :  0  :  208  ],Rx,PASSED,96637
12,[  255  :  255  :  255  :  204  ],Rx,PASSED,96638
13,[  125  :  111  :  72  :  0  ],Rx,PASSED,96638
14,[  65  :  48  :  127  :  242  ],Rx,PASSED,96638
15,[  126  :  31  :  80  :  0  ],Rx,PASSED,96638
3,[  253  :  23  :  2  :  104  ],Rx,PASSED,96642
4,[  255  :  129  :  250  :  28  ],Rx,PASSED,96642
5,[  0  :  97  :  60  :  12  ],Rx,PASSED,96642
7,[  0  :  0  :  0  :  45  ],Rx,PASSED,96642
8,[  0  :  0  :  0  :  3  ],Rx,PASSED,96642
9,[  0  :  0  :  3  :  237  ],Rx,PASSED,96647
10,[  0  :  0  :  0  :  178  ],Rx,PASSED,96647
11,[  0  :  0  :  1  :  97  ],Rx,PASSED,96647
12,[  0  :  0  :  0  :  48  ],Rx,PASSED,96647
3,[  253  :  23  :  2  :  104  ],Rx,PASSED,96651
4,[  255  :  129  :  250  :  28  ],Rx,PASSED,96651
5,[  0  :  97  :  60  :  12  ],Rx,PASSED,96651
7,[  0  :  0  :  0  :  45  ],Rx,PASSED,96651
8,[  0  :  0  :  0  :  3  ],Rx,PASSED,96651
9,[  0  :  0  :  3  :  237  ],Rx,PASSED,96656
