FID,Data Bytes,Direction,Checksum,Time (ms)
3,[  255  :  159  :  251  :  240  ],Rx,PASSED,221
4,[  255  :  237  :  255  :  36  ],Rx,PASSED,221
0,[  12  :  60  :  236  :  197  ],Rx,FAILED,221
127,[  255  :  254  :  249  :  8  ],Rx,FAILED,221
0,[  8  :  239  :  9  :  0  ],Rx,FAILED,226
105,[  10  :  10  :  255  :  255  ],Rx,FAILED,226
9,[  11  :  255  :  255  :  255  ],Rx,FAILED,226
12,[  0  :  0  :  0  :  37  ],Rx,PASSED,227
0,[  0  :  0  :  0  :  249  ],Rx,FAILED,227
0,[  164  :  2  :  10  :  14  ],Rx,FAILED,227
76,[  0  :  38  :  15  :  65  ],Rx,FAILED,227
0,[  186  :  0  :  0  :  0  ],Rx,FAILED,231
0,[  3  :  255  :  159  :  251  ],Rx,FAILED,231
4,[  255  :  237  :  255  :  36  ],Rx,PASSED,231
0,[  12  :  60  :  236  :  197  ],Rx,FAILED,231
127,[  255  :  254  :  249  :  8  ],Rx,FAILED,232
0,[  8  :  239  :  9  :  0  ],Rx,FAILED,236
10,[  10  :  255  :  255  :  255  ],Rx,FAILED,236
11,[  255  :  255  :  255  :  217  ],Rx,PASSED,236
0,[  0  :  0  :  37  :  206  ],Rx,FAILED,240
34,[  251  :  192  :  157  :  4  ],Rx,FAILED,240
127,[  160  :  108  :  5  :  0  ],Rx,FAILED,241
120,[  183  :  7  :  255  :  255  ],Rx,FAILED,241
124,[  8  :  0  :  0  :  0  ],Rx,FAILED,241
9,[  0  :  0  :  3  :  234  ],Rx,PASSED,244
0,[  0  :  0  :  163  :  82  ],Rx,FAILED,244
0,[  0  :  22  :  222  :  12  ],Rx,FAILED,244
0,[  159  :  84  :  3  :  255  ],Rx,FAILED,250
81,[  4  :  255  :  238  :  255  ],Rx,FAILED,250
5,[  0  :  13  :  60  :  132  ],Rx,PASSED,251
127,[  255  :  255  :  240  :  8  ],Rx,FAILED,251
0,[  0  :  10  :  237  :  9  ],Rx,FAILED,251
3,[  227  :  16  :  10  :  255  ],Rx,FAILED,255
108,[  9  :  11  :  0  :  0  ],Rx,FAILED,255
94,[  12  :  0  :  0  :  0  ],Rx,FAILED,255
3,[  255  :  158  :  251  :  112  ],Rx,PASSED,259
127,[  238  :  255  :  68  :  200  ],Rx,FAILED,259
11,[  60  :  184  :  250  :  7  ],Rx,FAILED,259
127,[  246  :  2  :  8  :  0  ],Rx,FAILED,259
10,[  237  :  9  :  0  :  0  ],Rx,FAILED,264
13,[  10  :  255  :  255  :  255  ],Rx,FAILED,264
0,[  0  :  0  :  22  :  222  ],Rx,FAILED,264
127,[  255  :  232  :  11  :  1  ],Rx,FAILED,269
94,[  192  :  15  :  2  :  0  ],Rx,FAILED,269
0,[  253  :  30  :  0  :  0  ],Rx,FAILED,269
97,[  3  :  255  :  161  :  251  ],Rx,FAILED,269
4,[  255  :  240  :  255  :  152  ],Rx,PASSED,269
0,[  10  :  60  :  184  :  251  ],Rx,FAILED,273
127,[  255  :  251  :  252  :  8  ],Rx,FAILED,273
0,[  15  :  232  :  9  :  0  ],Rx,FAILED,273
102,[  13  :  10  :  0  :  0  ],Rx,FAILED,273
15,[  11  :  0  :  0  :  0  ],Rx,FAILED,276
12,[  255  :  255  :  255  :  171  ],Rx,PASSED,276
66,[  0  :  164  :  4  :  8  ],Rx,FAILED,276
127,[  204  :  1  :  37  :  15  ],Rx,FAILED,276
100,[  0  :  186  :  3  :  255  ],Rx,FAILED,280
68,[  154  :  4  :  255  :  240  ],Rx,FAILED,280
114,[  5  :  0  :  10  :  60  ],Rx,FAILED,280
7,[  255  :  255  :  255  :  251  ],Rx,PASSED,280
0,[  0  :  0  :  15  :  232  ],Rx,FAILED,280
0,[  3  :  230  :  13  :  10  ],Rx,FAILED,281
0,[  102  :  143  :  11  :  0  ],Rx,FAILED,282
16,[  100  :  12  :  255  :  255  ],Rx,FAILED,282
72,[  3  :  255  :  159  :  251  ],Rx,FAILED,288
4,[  255  :  233  :  255  :  52  ],Rx,PASSED,288
0,[  13  :  60  :  240  :  192  ],Rx,FAILED,288
127,[  255  :  247  :  1  :  8  ],Rx,FAILED,288
0,[  9  :  238  :  9  :  0  ],Rx,FAILED,291
106,[  9  :  10  :  255  :  255  ],Rx,FAILED,291
11,[  255  :  255  :  254  :  229  ],Rx,PASSED,291
0,[  0  :  0  :  98  :  145  ],Rx,FAILED,298
32,[  251  :  232  :  119  :  4  ],Rx,FAILED,298
127,[  40  :  227  :  5  :  0  ],Rx,FAILED,298
76,[  101  :  7  :  255  :  255  ],Rx,FAILED,298
121,[  8  :  0  :  0  :  0  ],Rx,FAILED,298
9,[  0  :  0  :  3  :  224  ],Rx,PASSED,302
0,[  0  :  0  :  41  :  204  ],Rx,FAILED,302
0,[  0  :  83  :  161  :  12  ],Rx,FAILED,302
0,[  98  :  145  :  3  :  255  ],Rx,FAILED,307
32,[  192  :  4  :  255  :  239  ],Rx,FAILED,307
99,[  5  :  0  :  13  :  61  ],Rx,FAILED,307
7,[  255  :  255  :  255  :  249  ],Rx,PASSED,307
0,[  0  :  0  :  16  :  231  ],Rx,FAILED,307
0,[  3  :  237  :  6  :  10  ],Rx,FAILED,312
127,[  236  :  9  :  11  :  0  ],Rx,FAILED,312
83,[  161  :  12  :  0  :  0  ],Rx,FAILED,312
17,[  3  :  255  :  159  :  251  ],Rx,FAILED,316
4,[  255  :  239  :  255  :  168  ],Rx,PASSED,317
0,[  13  :  61  :  36  :  140  ],Rx,FAILED,317
127,[  249  :  254  :  8  :  0  ],Rx,FAILED,317
16,[  231  :  9  :  0  :  0  ],Rx,FAILED,319
6,[  10  :  255  :  255  :  255  ],Rx,FAILED,319
11,[  0  :  0  :  0  :  83  ],Rx,PASSED,319
0,[  0  :  0  :  98  :  145  ],Rx,FAILED,319
0,[  164  :  4  :  8  :  14  ],Rx,FAILED,319
76,[  2  :  36  :  15  :  65  ],Rx,FAILED,321
0,[  186  :  3  :  255  :  160  ],Rx,FAILED,326
67,[  4  :  255  :  242  :  255  ],Rx,FAILED,326
5,[  0  :  10  :  60  :  248  ],Rx,PASSED,326
127,[  255  :  255  :  249  :  254  ],Rx,FAILED,326
0,[  0  :  9  :  238  :  9  ],Rx,FAILED,326
3,[  234  :  9  :  10  :  0  ],Rx,FAILED,330
41,[  204  :  11  :  0  :  0  ],Rx,FAILED,330
105,[  12  :  255  :  255  :  255  ],Rx,FAILED,330
3,[  255  :  157  :  251  :  96  ],Rx,PASSED,335
127,[  240  :  255  :  100  :  166  ],Rx,FAILED,335
12,[  60  :  84  :  94  :  7  ],Rx,FAILED,335
127,[  245  :  3  :  8  :  0  ],Rx,FAILED,335
12,[  235  :  9  :  0  :  0  ],Rx,FAILED,339
19,[  10  :  255  :  255  :  255  ],Rx,FAILED,339
11,[  0  :  0  :  0  :  144  ],Rx,PASSED,339
0,[  0  :  0  :  37  :  206  ],Rx,FAILED,347
31,[  251  :  192  :  160  :  4  ],Rx,FAILED,347
127,[  92  :  174  :  5  :  0  ],Rx,FAILED,347
12,[  168  :  7  :  255  :  255  ],Rx,FAILED,347
124,[  8  :  0  :  0  :  0  ],Rx,FAILED,347
9,[  0  :  0  :  3  :  235  ],Rx,PASSED,348
127,[  255  :  255  :  236  :  9  ],Rx,FAILED,349
0,[  0  :  144  :  100  :  12  ],Rx,FAILED,349
