FID,Data Bytes,Direction,Checksum,Time (ms)
3,[  252  :  246  :  239  :  36  ],Rx,PASSED,84
4,[  255  :  60  :  6  :  144  ],Rx,PASSED,84
5,[  0  :  86  :  56  :  144  ],Rx,PASSED,84
7,[  255  :  255  :  255  :  251  ],Rx,PASSED,84
8,[  0  :  0  :  0  :  3  ],Rx,PASSED,84
9,[  0  :  0  :  3  :  230  ],Rx,PASSED,84
10,[  255  :  255  :  255  :  171  ],Rx,PASSED,84
11,[  255  :  255  :  254  :  245  ],Rx,PASSED,85
12,[  255  :  255  :  255  :  212  ],Rx,PASSED,85
3,[  252  :  244  :  238  :  204  ],Rx,PASSED,90
4,[  255  :  39  :  6  :  92  ],Rx,PASSED,90
5,[  0  :  96  :  57  :  116  ],Rx,PASSED,90
7,[  255  :  255  :  255  :  246  ],Rx,PASSED,90
8,[  0  :  0  :  0  :  0  ],Rx,PASSED,90
9,[  0  :  0  :  3  :  244  ],Rx,PASSED,94
10,[  255  :  255  :  255  :  155  ],Rx,PASSED,94
11,[  255  :  255  :  254  :  85  ],Rx,PASSED,94
12,[  0  :  0  :  0  :  32  ],Rx,PASSED,94
3,[  252  :  244  :  239  :  40  ],Rx,PASSED,99
4,[  255  :  65  :  5  :  212  ],Rx,PASSED,99
5,[  0  :  90  :  57  :  72  ],Rx,PASSED,100
7,[  255  :  255  :  255  :  251  ],Rx,PASSED,100
8,[  255  :  255  :  255  :  248  ],Rx,PASSED,100
9,[  0  :  0  :  3  :  242  ],Rx,PASSED,102
10,[  255  :  255  :  255  :  155  ],Rx,PASSED,102
11,[  255  :  255  :  255  :  27  ],Rx,PASSED,102
12,[  255  :  255  :  255  :  242  ],Rx,PASSED,102
13,[  0  :  0  :  0  :  0  ],Rx,PASSED,102
14,[  0  :  15  :  247  :  254  ],Rx,PASSED,106
15,[  0  :  0  :  0  :  0  ],Rx,PASSED,106
3,[  253  :  8  :  239  :  136  ],Rx,PASSED,111
