FID,Data Bytes,Direction,Checksum,Time (ms)
9,[  0  :  0  :  3  :  224  ],Rx,PASSED,95678
10,[  0  :  0  :  0  :  34  ],Rx,PASSED,95678
11,[  0  :  0  :  1  :  130  ],Rx,PASSED,95678
12,[  0  :  0  :  0  :  87  ],Rx,PASSED,95678
3,[  255  :  157  :  0  :  60  ],Rx,PASSED,95682
4,[  255  :  240  :  252  :  8  ],Rx,PASSED,95683
5,[  0  :  12  :  60  :  20  ],Rx,PASSED,95683
7,[  255  :  255  :  255  :  247  ],Rx,PASSED,95683
8,[  255  :  255  :  255  :  236  ],Rx,PASSED,95683
9,[  0  :  0  :  3  :  230  ],Rx,PASSED,95688
10,[  255  :  255  :  255  :  168  ],Rx,PASSED,95688
11,[  0  :  0  :  1  :  69  ],Rx,PASSED,95688
12,[  0  :  0  :  0  :  26  ],Rx,PASSED,95688
3,[  255  :  156  :  0  :  48  ],Rx,PASSED,95693
4,[  255  :  236  :  252  :  72  ],Rx,PASSED,95693
5,[  0  :  11  :  59  :  200  ],Rx,PASSED,95693
7,[  255  :  255  :  255  :  246  ],Rx,PASSED,95693
8,[  255  :  255  :  255  :  240  ],Rx,PASSED,95693
9,[  0  :  0  :  3  :  226  ],Rx,PASSED,95695
10,[  255  :  255  :  255  :  107  ],Rx,PASSED,95695
11,[  0  :  0  :  0  :  81  ],Rx,PASSED,95695
12,[  255  :  255  :  255  :  221  ],Rx,PASSED,95695
3,[  255  :  156  :  0  :  48  ],Rx,PASSED,95702
4,[  255  :  236  :  252  :  72  ],Rx,PASSED,95702
5,[  0  :  11  :  59  :  200  ],Rx,PASSED,95702
7,[  255  :  255  :  255  :  246  ],Rx,PASSED,95702
8,[  255  :  255  :  255  :  240  ],Rx,PASSED,95702
9,[  0  :  0  :  3  :  226  ],Rx,PASSED,95706
10,[  255  :  255  :  255  :  107  ],Rx,PASSED,95706
11,[  0  :  0  :  0  :  81  ],Rx,PASSED,95706
12,[  255  :  255  :  255  :  221  ],Rx,PASSED,95706
3,[  255  :  159  :  255  :  224  ],Rx,PASSED,95710
4,[  255  :  229  :  252  :  24  ],Rx,PASSED,95711
5,[  0  :  9  :  60  :  48  ],Rx,PASSED,95711
7,[  255  :  255  :  255  :  243  ],Rx,PASSED,95711
8,[  255  :  255  :  255  :  237  ],Rx,PASSED,95711
9,[  0  :  0  :  3  :  232  ],Rx,PASSED,95715
10,[  0  :  0  :  0  :  34  ],Rx,PASSED,95715
11,[  255  :  255  :  254  :  166  ],Rx,PASSED,95715
12,[  255  :  255  :  255  :  99  ],Rx,PASSED,95715
13,[  64  :  112  :  47  :  251  ],Rx,PASSED,95715
14,[  127  :  191  :  224  :  3  ],Rx,PASSED,95716
15,[  65  :  96  :  88  :  0  ],Rx,PASSED,95716
3,[  255  :  156  :  0  :  28  ],Rx,PASSED,95722
4,[  255  :  230  :  252  :  96  ],Rx,PASSED,95722
5,[  0  :  8  :  60  :  40  ],Rx,PASSED,95722
7,[  255  :  255  :  255  :  245  ],Rx,PASSED,95722
8,[  255  :  255  :  255  :  242  ],Rx,PASSED,95722
9,[  0  :  0  :  3  :  231  ],Rx,PASSED,95724
10,[  255  :  255  :  255  :  107  ],Rx,PASSED,95724
11,[  255  :  255  :  254  :  227  ],Rx,PASSED,95724
12,[  255  :  255  :  255  :  38  ],Rx,PASSED,95724
3,[  255  :  159  :  0  :  84  ],Rx,PASSED,95729
4,[  255  :  227  :  252  :  32  ],Rx,PASSED,95730
5,[  0  :  9  :  59  :  208  ],Rx,PASSED,95730
7,[  255  :  255  :  255  :  249  ],Rx,PASSED,95730
8,[  255  :  255  :  255  :  238  ],Rx,PASSED,95730
9,[  0  :  0  :  3  :  226  ],Rx,PASSED,95734
10,[  0  :  0  :  0  :  34  ],Rx,PASSED,95734
11,[  255  :  255  :  254  :  43  ],Rx,PASSED,95734
12,[  255  :  255  :  255  :  99  ],Rx,PASSED,95734
3,[  255  :  159  :  0  :  84  ],Rx,PASSED,95740
4,[  255  :  227  :  252  :  32  ],Rx,PASSED,95740
5,[  0  :  9  :  59  :  208  ],Rx,PASSED,95740
7,[  255  :  255  :  255  :  249  ],Rx,PASSED,95740
8,[  255  :  255  :  255  :  238  ],Rx,PASSED,95740
9,[  0  :  0  :  3  :  226  ],Rx,PASSED,95744
10,[  0  :  0  :  0  :  34  ],Rx,PASSED,95744
11,[  255  :  255  :  254  :  43  ],Rx,PASSED,95744
12,[  255  :  255  :  255  :  99  ],Rx,PASSED,95744
3,[  255  :  160  :  255  :  108  ],Rx,PASSED,95749
4,[  255  :  231  :  252  :  40  ],Rx,PASSED,95749
5,[  0  :  10  :  59  :  180  ],Rx,PASSED,95749
7,[  255  :  255  :  255  :  235  ],Rx,PASSED,95749
8,[  255  :  255  :  255  :  238  ],Rx,PASSED,95750
9,[  0  :  0  :  3  :  224  ],Rx,PASSED,95754
10,[  0  :  0  :  0  :  95  ],Rx,PASSED,95754
11,[  255  :  255  :  255  :  32  ],Rx,PASSED,95754
12,[  255  :  255  :  255  :  160  ],Rx,PASSED,95754
1,[  0  :  8  :  17  :  144  ],Rx,PASSED,95759
2,[  0  :  0  :  0  :  0  ],Rx,PASSED,95759
30,[  0  :  0  :  0  :  0  ],Rx,PASSED,95759
3,[  255  :  162  :  255  :  136  ],Rx,PASSED,95759
4,[  255  :  234  :  252  :  164  ],Rx,PASSED,95760
5,[  0  :  11  :  59  :  232  ],Rx,PASSED,95761
7,[  255  :  255  :  255  :  237  ],Rx,PASSED,95761
8,[  255  :  255  :  255  :  246  ],Rx,PASSED,95761
9,[  0  :  0  :  3  :  228  ],Rx,PASSED,95761
10,[  0  :  0  :  0  :  217  ],Rx,PASSED,95761
11,[  255  :  255  :  255  :  215  ],Rx,PASSED,95765
12,[  255  :  255  :  255  :  221  ],Rx,PASSED,95765
6,[  0  :  0  :  0  :  0  ],Rx,PASSED,95765
13,[  64  :  128  :  47  :  254  ],Rx,PASSED,95765
14,[  127  :  207  :  224  :  5  ],Rx,PASSED,95765
15,[  65  :  96  :  88  :  0  ],Rx,PASSED,95765
3,[  255  :  163  :  255  :  112  ],Rx,PASSED,95769
4,[  255  :  236  :  252  :  76  ],Rx,PASSED,95769
5,[  0  :  10  :  59  :  152  ],Rx,PASSED,95769
7,[  255  :  255  :  255  :  236  ],Rx,PASSED,95769
8,[  255  :  255  :  255  :  241  ],Rx,PASSED,95769
9,[  0  :  0  :  3  :  223  ],Rx,PASSED,95771
10,[  0  :  0  :  1  :  22  ],Rx,PASSED,95771
11,[  0  :  0  :  0  :  81  ],Rx,PASSED,95771
12,[  255  :  255  :  255  :  160  ],Rx,PASSED,95771
3,[  255  :  158  :  255  :  252  ],Rx,PASSED,95778
4,[  255  :  243  :  251  :  248  ],Rx,PASSED,95778
5,[  0  :  11  :  60  :  28  ],Rx,PASSED,95778
7,[  255  :  255  :  255  :  244  ],Rx,PASSED,95778
8,[  255  :  255  :  255  :  236  ],Rx,PASSED,95778
9,[  0  :  0  :  3  :  231  ],Rx,PASSED,95781
10,[  255  :  255  :  255  :  229  ],Rx,PASSED,95781
11,[  0  :  0  :  1  :  252  ],Rx,PASSED,95781
12,[  255  :  255  :  255  :  221  ],Rx,PASSED,95781
3,[  255  :  158  :  255  :  252  ],Rx,PASSED,95788
4,[  255  :  243  :  251  :  248  ],Rx,PASSED,95788
5,[  0  :  11  :  60  :  28  ],Rx,PASSED,95788
7,[  255  :  255  :  255  :  244  ],Rx,PASSED,95788
8,[  255  :  255  :  255  :  236  ],Rx,PASSED,95788
9,[  0  :  0  :  3  :  231  ],Rx,PASSED,95791
10,[  255  :  255  :  255  :  229  ],Rx,PASSED,95791
11,[  0  :  0  :  1  :  252  ],Rx,PASSED,95791
12,[  255  :  255  :  255  :  221  ],Rx,PASSED,95791
3,[  255  :  157  :  255  :  216  ],Rx,PASSED,95796
4,[  255  :  241  :  252  :  84  ],Rx,PASSED,95797
5,[  0  :  12  :  60  :  44  ],Rx,PASSED,95797
7,[  255  :  255  :  255  :  242  ],Rx,PASSED,95797
8,[  255  :  255  :  255  :  241  ],Rx,PASSED,95797
9,[  0  :  0  :  3  :  232  ],Rx,PASSED,95801
10,[  255  :  255  :  255  :  168  ],Rx,PASSED,95801
11,[  0  :  0  :  1  :  130  ],Rx,PASSED,95801
12,[  0  :  0  :  0  :  26  ],Rx,PASSED,95801
3,[  255  :  158  :  0  :  76  ],Rx,PASSED,95806
4,[  255  :  235  :  251  :  196  ],Rx,PASSED,95806
5,[  0  :  11  :  59  :  128  ],Rx,PASSED,95806
7,[  255  :  255  :  255  :  248  ],Rx,PASSED,95806
8,[  255  :  255  :  255  :  232  ],Rx,PASSED,95806
9,[  0  :  0  :  3  :  221  ],Rx,PASSED,95809
10,[  255  :  255  :  255  :  229  ],Rx,PASSED,95809
11,[  0  :  0  :  0  :  20  ],Rx,PASSED,95809
12,[  255  :  255  :  255  :  221  ],Rx,PASSED,95809
13,[  64  :  112  :  47  :  249  ],Rx,PASSED,95810
14,[  127  :  191  :  224  :  2  ],Rx,PASSED,95811
15,[  65  :  96  :  88  :  0  ],Rx,PASSED,95811
3,[  255  :  155  :  255  :  216  ],Rx,PASSED,95816
4,[  255  :  231  :  252  :  216  ],Rx,PASSED,95816
5,[  0  :  9  :  60  :  64  ],Rx,PASSED,95816
7,[  255  :  255  :  255  :  242  ],Rx,PASSED,95816
8,[  255  :  255  :  255  :  249  ],Rx,PASSED,95816
9,[  0  :  0  :  3  :  233  ],Rx,PASSED,95820
10,[  255  :  255  :  255  :  46  ],Rx,PASSED,95820
11,[  255  :  255  :  255  :  32  ],Rx,PASSED,95820
12,[  255  :  255  :  255  :  99  ],Rx,PASSED,95820
3,[  255  :  155  :  255  :  216  ],Rx,PASSED,95825
4,[  255  :  231  :  252  :  216  ],Rx,PASSED,95825
5,[  0  :  9  :  60  :  64  ],Rx,PASSED,95825
7,[  255  :  255  :  255  :  242  ],Rx,PASSED,95825
8,[  255  :  255  :  255  :  249  ],Rx,PASSED,95825
9,[  0  :  0  :  3  :  233  ],Rx,PASSED,95828
10,[  255  :  255  :  255  :  46  ],Rx,PASSED,95828
11,[  255  :  255  :  255  :  32  ],Rx,PASSED,95828
12,[  255  :  255  :  255  :  99  ],Rx,PASSED,95828
3,[  255  :  159  :  0  :  32  ],Rx,PASSED,95834
4,[  255  :  228  :  252  :  56  ],Rx,PASSED,95834
5,[  0  :  10  :  60  :  56  ],Rx,PASSED,95834
7,[  255  :  255  :  255  :  245  ],Rx,PASSED,95834
8,[  255  :  255  :  255  :  239  ],Rx,PASSED,95834
9,[  0  :  0  :  3  :  232  ],Rx,PASSED,95839
10,[  0  :  0  :  0  :  34  ],Rx,PASSED,95839
11,[  255  :  255  :  254  :  104  ],Rx,PASSED,95839
12,[  255  :  255  :  255  :  160  ],Rx,PASSED,95839
3,[  255  :  159  :  255  :  204  ],Rx,PASSED,95844
4,[  255  :  229  :  252  :  152  ],Rx,PASSED,95844
5,[  0  :  11  :  60  :  48  ],Rx,PASSED,95844
7,[  255  :  255  :  255  :  241  ],Rx,PASSED,95844
8,[  255  :  255  :  255  :  245  ],Rx,PASSED,95844
9,[  0  :  0  :  3  :  232  ],Rx,PASSED,95849
10,[  0  :  0  :  0  :  34  ],Rx,PASSED,95849
