FID,Data Bytes,Direction,Checksum,Time (ms)
3,[  255  :  61  :  251  :  20  ],Rx,PASSED,0
4,[  255  :  213  :  252  :  124  ],Rx,PASSED,11
5,[  0  :  20  :  59  :  140  ],Rx,PASSED,11
7,[  255  :  255  :  255  :  227  ],Rx,PASSED,11
8,[  0  :  0  :  0  :  9  ],Rx,PASSED,11
9,[  0  :  0  :  3  :  229  ],Rx,PASSED,14
10,[  255  :  255  :  255  :  213  ],Rx,PASSED,14
11,[  255  :  255  :  255  :  190  ],Rx,PASSED,14
12,[  255  :  255  :  255  :  131  ],Rx,PASSED,14
3,[  255  :  58  :  250  :  236  ],Rx,PASSED,14
4,[  255  :  214  :  252  :  152  ],Rx,PASSED,20
5,[  0  :  20  :  59  :  168  ],Rx,PASSED,20
7,[  255  :  255  :  255  :  224  ],Rx,PASSED,20
8,[  0  :  0  :  0  :  10  ],Rx,PASSED,20
9,[  0  :  0  :  3  :  231  ],Rx,PASSED,20
10,[  255  :  255  :  255  :  122  ],Rx,PASSED,24
11,[  255  :  255  :  255  :  221  ],Rx,PASSED,24
12,[  255  :  255  :  255  :  131  ],Rx,PASSED,24
3,[  255  :  58  :  250  :  236  ],Rx,PASSED,24
4,[  255  :  214  :  252  :  152  ],Rx,PASSED,30
5,[  0  :  20  :  59  :  168  ],Rx,PASSED,30
7,[  255  :  255  :  255  :  224  ],Rx,PASSED,30
8,[  0  :  0  :  0  :  10  ],Rx,PASSED,30
9,[  0  :  0  :  3  :  231  ],Rx,PASSED,30
10,[  255  :  255  :  255  :  122  ],Rx,PASSED,35
11,[  255  :  255  :  255  :  221  ],Rx,PASSED,35
12,[  255  :  255  :  255  :  131  ],Rx,PASSED,35
3,[  255  :  71  :  251  :  20  ],Rx,PASSED,35
4,[  255  :  215  :  252  :  172  ],Rx,PASSED,39
5,[  0  :  24  :  59  :  136  ],Rx,PASSED,39
7,[  255  :  255  :  255  :  227  ],Rx,PASSED,39
8,[  0  :  0  :  0  :  11  ],Rx,PASSED,39
9,[  0  :  0  :  3  :  229  ],Rx,PASSED,39
10,[  0  :  0  :  1  :  7  ],Rx,PASSED,43
11,[  255  :  255  :  255  :  251  ],Rx,PASSED,43
12,[  255  :  255  :  255  :  253  ],Rx,PASSED,43
13,[  64  :  48  :  16  :  2  ],Rx,PASSED,43
14,[  64  :  64  :  8  :  9  ],Rx,PASSED,43
15,[  64  :  96  :  24  :  0  ],Rx,PASSED,44
3,[  255  :  65  :  251  :  48  ],Rx,PASSED,44
4,[  255  :  222  :  252  :  108  ],Rx,PASSED,49
5,[  0  :  23  :  60  :  56  ],Rx,PASSED,49
7,[  255  :  255  :  255  :  228  ],Rx,PASSED,49
8,[  0  :  0  :  0  :  8  ],Rx,PASSED,49
9,[  0  :  0  :  3  :  239  ],Rx,PASSED,49
10,[  0  :  0  :  0  :  79  ],Rx,PASSED,52
11,[  0  :  0  :  0  :  209  ],Rx,PASSED,52
12,[  255  :  255  :  255  :  222  ],Rx,PASSED,52
3,[  255  :  61  :  251  :  76  ],Rx,PASSED,52
4,[  255  :  212  :  252  :  128  ],Rx,PASSED,58
5,[  0  :  19  :  59  :  160  ],Rx,PASSED,58
7,[  255  :  255  :  255  :  230  ],Rx,PASSED,58
8,[  0  :  0  :  0  :  9  ],Rx,PASSED,58
9,[  0  :  0  :  3  :  230  ],Rx,PASSED,58
10,[  255  :  255  :  255  :  213  ],Rx,PASSED,61
11,[  255  :  255  :  255  :  160  ],Rx,PASSED,61
12,[  255  :  255  :  255  :  100  ],Rx,PASSED,62
3,[  255  :  59  :  251  :  104  ],Rx,PASSED,62
4,[  255  :  212  :  252  :  120  ],Rx,PASSED,68
5,[  0  :  21  :  59  :  208  ],Rx,PASSED,68
7,[  255  :  255  :  255  :  232  ],Rx,PASSED,68
8,[  0  :  0  :  0  :  8  ],Rx,PASSED,68
9,[  0  :  0  :  3  :  233  ],Rx,PASSED,68
10,[  255  :  255  :  255  :  152  ],Rx,PASSED,71
11,[  255  :  255  :  255  :  160  ],Rx,PASSED,71
12,[  255  :  255  :  255  :  161  ],Rx,PASSED,71
3,[  255  :  59  :  251  :  104  ],Rx,PASSED,71
4,[  255  :  212  :  252  :  120  ],Rx,PASSED,77
5,[  0  :  21  :  59  :  208  ],Rx,PASSED,77
7,[  255  :  255  :  255  :  232  ],Rx,PASSED,77
8,[  0  :  0  :  0  :  8  ],Rx,PASSED,77
9,[  0  :  0  :  3  :  233  ],Rx,PASSED,77
10,[  255  :  255  :  255  :  152  ],Rx,PASSED,81
11,[  255  :  255  :  255  :  160  ],Rx,PASSED,81
12,[  255  :  255  :  255  :  161  ],Rx,PASSED,81
1,[  0  :  0  :  0  :  0  ],Rx,PASSED,81
2,[  0  :  0  :  0  :  0  ],Rx,PASSED,87
30,[  0  :  0  :  0  :  0  ],Rx,PASSED,87
3,[  255  :  62  :  251  :  12  ],Rx,PASSED,87
4,[  255  :  216  :  252  :  16  ],Rx,PASSED,87
5,[  0  :  21  :  59  :  204  ],Rx,PASSED,87
7,[  255  :  255  :  255  :  226  ],Rx,PASSED,91
8,[  0  :  0  :  0  :  2  ],Rx,PASSED,91
9,[  0  :  0  :  3  :  233  ],Rx,PASSED,91
10,[  255  :  255  :  255  :  244  ],Rx,PASSED,91
11,[  0  :  0  :  0  :  26  ],Rx,PASSED,91
12,[  255  :  255  :  255  :  161  ],Rx,PASSED,94
13,[  64  :  48  :  16  :  2  ],Rx,PASSED,94
14,[  64  :  48  :  8  :  7  ],Rx,PASSED,94
15,[  64  :  96  :  24  :  0  ],Rx,PASSED,94
3,[  255  :  63  :  251  :  136  ],Rx,PASSED,94
4,[  255  :  208  :  252  :  40  ],Rx,PASSED,96
5,[  0  :  22  :  59  :  148  ],Rx,PASSED,96
7,[  255  :  255  :  255  :  234  ],Rx,PASSED,96
8,[  0  :  0  :  0  :  3  ],Rx,PASSED,96
9,[  0  :  0  :  3  :  229  ],Rx,PASSED,96
10,[  0  :  0  :  0  :  18  ],Rx,PASSED,100
