FID,Data Bytes,Direction,Checksum,Time (ms)
3,[  252  :  249  :  6  :  28  ],Rx,PASSED,72
4,[  255  :  88  :  248  :  4  ],Rx,PASSED,72
5,[  0  :  91  :  59  :  204  ],Rx,PASSED,72
7,[  255  :  255  :  255  :  255  ],Rx,PASSED,72
8,[  255  :  255  :  255  :  251  ],Rx,PASSED,74
9,[  0  :  0  :  3  :  236  ],Rx,PASSED,74
10,[  127  :  255  :  255  :  255  ],Rx,PASSED,74
11,[  127  :  255  :  255  :  255  ],Rx,PASSED,74
12,[  127  :  255  :  255  :  255  ],Rx,PASSED,74
13,[  112  :  1  :  0  :  0  ],Rx,PASSED,76
14,[  77  :  10  :  112  :  0  ],Rx,PASSED,76
15,[  3  :  5  :  112  :  0  ],Rx,PASSED,76
3,[  253  :  13  :  6  :  40  ],Rx,PASSED,80
4,[  255  :  93  :  248  :  28  ],Rx,PASSED,80
5,[  0  :  109  :  59  :  224  ],Rx,PASSED,80
7,[  0  :  0  :  0  :  0  ],Rx,PASSED,80
8,[  255  :  255  :  255  :  252  ],Rx,PASSED,80
9,[  0  :  0  :  3  :  237  ],Rx,PASSED,84
10,[  127  :  255  :  255  :  255  ],Rx,PASSED,84
11,[  127  :  255  :  255  :  255  ],Rx,PASSED,84
12,[  127  :  255  :  255  :  255  ],Rx,PASSED,84
3,[  252  :  237  :  6  :  44  ],Rx,PASSED,92
4,[  255  :  112  :  248  :  48  ],Rx,PASSED,92
5,[  0  :  84  :  59  :  88  ],Rx,PASSED,92
7,[  0  :  0  :  0  :  0  ],Rx,PASSED,92
8,[  255  :  255  :  255  :  253  ],Rx,PASSED,92
9,[  0  :  0  :  3  :  229  ],Rx,PASSED,93
10,[  127  :  255  :  255  :  255  ],Rx,PASSED,93
11,[  127  :  255  :  255  :  255  ],Rx,PASSED,93
12,[  127  :  255  :  255  :  255  ],Rx,PASSED,93
3,[  252  :  237  :  6  :  44  ],Rx,PASSED,99
4,[  255  :  112  :  248  :  48  ],Rx,PASSED,99
5,[  0  :  84  :  59  :  88  ],Rx,PASSED,99
7,[  0  :  0  :  0  :  0  ],Rx,PASSED,99
8,[  255  :  255  :  255  :  253  ],Rx,PASSED,99
9,[  0  :  0  :  3  :  229  ],Rx,PASSED,103
10,[  127  :  255  :  255  :  255  ],Rx,PASSED,103
11,[  127  :  255  :  255  :  255  ],Rx,PASSED,103
12,[  127  :  255  :  255  :  255  ],Rx,PASSED,103
3,[  253  :  5  :  5  :  252  ],Rx,PASSED,109
4,[  255  :  107  :  248  :  108  ],Rx,PASSED,109
5,[  0  :  103  :  59  :  96  ],Rx,PASSED,109
7,[  255  :  255  :  255  :  253  ],Rx,PASSED,109
8,[  0  :  0  :  0  :  1  ],Rx,PASSED,109
9,[  0  :  0  :  3  :  229  ],Rx,PASSED,113
10,[  127  :  255  :  255  :  255  ],Rx,PASSED,113
11,[  127  :  255  :  255  :  255  ],Rx,PASSED,113
12,[  127  :  255  :  255  :  255  ],Rx,PASSED,113
1,[  0  :  0  :  0  :  0  ],Rx,PASSED,118
2,[  0  :  0  :  0  :  0  ],Rx,PASSED,118
3,[  252  :  242  :  6  :  96  ],Rx,PASSED,118
4,[  255  :  131  :  248  :  104  ],Rx,PASSED,118
5,[  0  :  108  :  59  :  144  ],Rx,PASSED,118
7,[  0  :  0  :  0  :  3  ],Rx,PASSED,121
8,[  0  :  0  :  0  :  1  ],Rx,PASSED,121
9,[  0  :  0  :  3  :  232  ],Rx,PASSED,121
10,[  127  :  255  :  255  :  255  ],Rx,PASSED,121
11,[  127  :  255  :  255  :  255  ],Rx,PASSED,121
12,[  127  :  255  :  255  :  255  ],Rx,PASSED,125
13,[  112  :  66  :  96  :  0  ],Rx,PASSED,125
14,[  71  :  139  :  208  :  0  ],Rx,PASSED,125
15,[  0  :  198  :  208  :  0  ],Rx,PASSED,125
3,[  252  :  255  :  6  :  40  ],Rx,PASSED,129
4,[  255  :  59  :  248  :  116  ],Rx,PASSED,129
5,[  0  :  87  :  59  :  240  ],Rx,PASSED,129
7,[  0  :  0  :  0  :  0  ],Rx,PASSED,129
8,[  0  :  0  :  0  :  2  ],Rx,PASSED,129
9,[  0  :  0  :  3  :  238  ],Rx,PASSED,131
10,[  127  :  255  :  255  :  255  ],Rx,PASSED,131
11,[  127  :  255  :  255  :  255  ],Rx,PASSED,131
12,[  127  :  255  :  255  :  255  ],Rx,PASSED,131
3,[  252  :  255  :  6  :  40  ],Rx,PASSED,138
4,[  255  :  59  :  248  :  116  ],Rx,PASSED,138
5,[  0  :  87  :  59  :  240  ],Rx,PASSED,138
7,[  0  :  0  :  0  :  0  ],Rx,PASSED,138
8,[  0  :  0  :  0  :  2  ],Rx,PASSED,138
9,[  0  :  0  :  3  :  238  ],Rx,PASSED,140
10,[  127  :  255  :  255  :  255  ],Rx,PASSED,140
11,[  127  :  255  :  255  :  255  ],Rx,PASSED,140
12,[  127  :  255  :  255  :  255  ],Rx,PASSED,140
3,[  253  :  3  :  6  :  60  ],Rx,PASSED,146
4,[  255  :  68  :  248  :  92  ],Rx,PASSED,147
5,[  0  :  82  :  59  :  196  ],Rx,PASSED,147
7,[  0  :  0  :  0  :  1  ],Rx,PASSED,147
8,[  0  :  0  :  0  :  0  ],Rx,PASSED,147
9,[  0  :  0  :  3  :  235  ],Rx,PASSED,150
10,[  127  :  255  :  255  :  255  ],Rx,PASSED,150
