FID,Data Bytes,Direction,Checksum,Time (ms)
3,[  255  :  55  :  250  :  248  ],Rx,PASSED,122
4,[  255  :  208  :  0  :  12  ],Rx,PASSED,122
5,[  0  :  21  :  59  :  68  ],Rx,PASSED,122
7,[  0  :  0  :  0  :  6  ],Rx,PASSED,122
8,[  255  :  255  :  255  :  249  ],Rx,PASSED,123
9,[  0  :  0  :  3  :  227  ],Rx,PASSED,123
10,[  255  :  255  :  255  :  23  ],Rx,PASSED,123
11,[  255  :  255  :  255  :  85  ],Rx,PASSED,123
12,[  255  :  255  :  255  :  203  ],Rx,PASSED,123
3,[  255  :  64  :  250  :  184  ],Rx,PASSED,130
4,[  255  :  219  :  0  :  112  ],Rx,PASSED,130
5,[  0  :  15  :  59  :  104  ],Rx,PASSED,130
7,[  0  :  0  :  0  :  2  ],Rx,PASSED,130
8,[  255  :  255  :  255  :  255  ],Rx,PASSED,130
9,[  0  :  0  :  3  :  229  ],Rx,PASSED,134
10,[  0  :  0  :  0  :  42  ],Rx,PASSED,134
11,[  0  :  0  :  0  :  164  ],Rx,PASSED,134
12,[  255  :  255  :  255  :  20  ],Rx,PASSED,134
3,[  255  :  64  :  250  :  184  ],Rx,PASSED,138
4,[  255  :  219  :  0  :  112  ],Rx,PASSED,138
5,[  0  :  15  :  59  :  104  ],Rx,PASSED,138
7,[  0  :  0  :  0  :  2  ],Rx,PASSED,138
8,[  255  :  255  :  255  :  255  ],Rx,PASSED,138
9,[  0  :  0  :  3  :  229  ],Rx,PASSED,141
10,[  0  :  0  :  0  :  42  ],Rx,PASSED,141
11,[  0  :  0  :  0  :  164  ],Rx,PASSED,141
12,[  255  :  255  :  255  :  20  ],Rx,PASSED,141
13,[  64  :  0  :  0  :  0  ],Rx,PASSED,141
14,[  64  :  0  :  0  :  0  ],Rx,PASSED,145
15,[  64  :  0  :  0  :  0  ],Rx,PASSED,145
3,[  255  :  69  :  250  :  96  ],Rx,PASSED,148
4,[  255  :  217  :  0  :  144  ],Rx,PASSED,148
5,[  0  :  26  :  59  :  120  ],Rx,PASSED,148
7,[  255  :  255  :  255  :  253  ],Rx,PASSED,148
8,[  0  :  0  :  0  :  1  ],Rx,PASSED,148
9,[  0  :  0  :  3  :  230  ],Rx,PASSED,153
10,[  0  :  0  :  0  :  195  ],Rx,PASSED,153
11,[  0  :  0  :  0  :  103  ],Rx,PASSED,153
12,[  0  :  0  :  0  :  100  ],Rx,PASSED,153
3,[  255  :  63  :  250  :  96  ],Rx,PASSED,157
4,[  255  :  207  :  0  :  196  ],Rx,PASSED,157
5,[  0  :  27  :  59  :  88  ],Rx,PASSED,157
7,[  255  :  255  :  255  :  253  ],Rx,PASSED,157
8,[  0  :  0  :  0  :  4  ],Rx,PASSED,157
9,[  0  :  0  :  3  :  228  ],Rx,PASSED,162
10,[  0  :  0  :  0  :  11  ],Rx,PASSED,162
11,[  255  :  255  :  255  :  54  ],Rx,PASSED,162
12,[  0  :  0  :  0  :  130  ],Rx,PASSED,162
3,[  255  :  56  :  249  :  236  ],Rx,PASSED,167
4,[  255  :  211  :  0  :  176  ],Rx,PASSED,167
5,[  0  :  26  :  60  :  8  ],Rx,PASSED,167
7,[  255  :  255  :  255  :  246  ],Rx,PASSED,167
8,[  0  :  0  :  0  :  3  ],Rx,PASSED,167
9,[  0  :  0  :  3  :  239  ],Rx,PASSED,172
10,[  255  :  255  :  255  :  54  ],Rx,PASSED,172
11,[  255  :  255  :  255  :  176  ],Rx,PASSED,172
12,[  0  :  0  :  0  :  100  ],Rx,PASSED,172
3,[  255  :  56  :  249  :  236  ],Rx,PASSED,177
4,[  255  :  211  :  0  :  176  ],Rx,PASSED,177
