FID,Data Bytes,Direction,Checksum,Time (ms)
3,[  253  :  5  :  4  :  80  ],Rx,PASSED,64
4,[  255  :  88  :  236  :  212  ],Rx,PASSED,64
5,[  0  :  110  :  57  :  120  ],Rx,PASSED,64
7,[  0  :  0  :  0  :  0  ],Rx,PASSED,64
8,[  255  :  255  :  255  :  253  ],Rx,PASSED,65
9,[  0  :  0  :  3  :  235  ],Rx,PASSED,65
10,[  255  :  255  :  255  :  250  ],Rx,PASSED,66
11,[  255  :  255  :  255  :  241  ],Rx,PASSED,66
12,[  0  :  0  :  0  :  108  ],Rx,PASSED,66
3,[  253  :  9  :  4  :  136  ],Rx,PASSED,72
4,[  255  :  107  :  237  :  40  ],Rx,PASSED,72
5,[  0  :  106  :  57  :  76  ],Rx,PASSED,72
7,[  0  :  0  :  0  :  3  ],Rx,PASSED,72
8,[  0  :  0  :  0  :  2  ],Rx,PASSED,72
9,[  0  :  0  :  3  :  233  ],Rx,PASSED,76
10,[  0  :  0  :  0  :  19  ],Rx,PASSED,76
11,[  0  :  0  :  0  :  122  ],Rx,PASSED,76
12,[  0  :  0  :  0  :  66  ],Rx,PASSED,76
1,[  0  :  0  :  0  :  0  ],Rx,PASSED,81
2,[  0  :  0  :  0  :  0  ],Rx,PASSED,81
3,[  252  :  231  :  4  :  128  ],Rx,PASSED,81
4,[  255  :  87  :  237  :  68  ],Rx,PASSED,81
5,[  0  :  92  :  57  :  144  ],Rx,PASSED,81
7,[  0  :  0  :  0  :  3  ],Rx,PASSED,85
8,[  0  :  0  :  0  :  4  ],Rx,PASSED,85
9,[  0  :  0  :  3  :  237  ],Rx,PASSED,85
10,[  255  :  255  :  255  :  31  ],Rx,PASSED,85
11,[  255  :  255  :  255  :  219  ],Rx,PASSED,85
12,[  255  :  255  :  255  :  216  ],Rx,PASSED,87
13,[  64  :  0  :  0  :  0  ],Rx,PASSED,87
14,[  64  :  0  :  0  :  0  ],Rx,PASSED,87
15,[  64  :  0  :  0  :  0  ],Rx,PASSED,87
3,[  252  :  231  :  4  :  128  ],Rx,PASSED,91
4,[  255  :  87  :  237  :  68  ],Rx,PASSED,91
5,[  0  :  92  :  57  :  144  ],Rx,PASSED,91
7,[  0  :  0  :  0  :  3  ],Rx,PASSED,91
8,[  0  :  0  :  0  :  4  ],Rx,PASSED,91
9,[  0  :  0  :  3  :  237  ],Rx,PASSED,93
10,[  255  :  255  :  255  :  64  ],Rx,PASSED,93
11,[  255  :  255  :  255  :  226  ],Rx,PASSED,93
12,[  255  :  255  :  255  :  224  ],Rx,PASSED,93
3,[  252  :  248  :  4  :  116  ],Rx,PASSED,100
4,[  255  :  106  :  236  :  156  ],Rx,PASSED,100
5,[  0  :  95  :  57  :  16  ],Rx,PASSED,100
7,[  0  :  0  :  0  :  2  ],Rx,PASSED,100
8,[  255  :  255  :  255  :  250  ],Rx,PASSED,100
9,[  0  :  0  :  3  :  229  ],Rx,PASSED,104
10,[  255  :  255  :  255  :  215  ],Rx,PASSED,104
11,[  0  :  0  :  0  :  108  ],Rx,PASSED,104
12,[  255  :  255  :  255  :  253  ],Rx,PASSED,104
3,[  253  :  18  :  4  :  116  ],Rx,PASSED,109
4,[  255  :  110  :  236  :  240  ],Rx,PASSED,109
5,[  0  :  77  :  56  :  228  ],Rx,PASSED,109
7,[  0  :  0  :  0  :  2  ],Rx,PASSED,109
8,[  255  :  255  :  255  :  255  ],Rx,PASSED,109
9,[  0  :  0  :  3  :  226  ],Rx,PASSED,114
10,[  0  :  0  :  0  :  149  ],Rx,PASSED,114
11,[  0  :  0  :  0  :  120  ],Rx,PASSED,114
12,[  255  :  255  :  255  :  131  ],Rx,PASSED,114
3,[  252  :  238  :  4  :  168  ],Rx,PASSED,119
4,[  255  :  79  :  236  :  216  ],Rx,PASSED,119
5,[  0  :  82  :  57  :  4  ],Rx,PASSED,119
7,[  0  :  0  :  0  :  5  ],Rx,PASSED,119
8,[  255  :  255  :  255  :  253  ],Rx,PASSED,119
9,[  0  :  0  :  3  :  228  ],Rx,PASSED,123
10,[  255  :  255  :  255  :  131  ],Rx,PASSED,123
11,[  255  :  255  :  255  :  138  ],Rx,PASSED,123
12,[  255  :  255  :  255  :  190  ],Rx,PASSED,123
3,[  252  :  238  :  4  :  168  ],Rx,PASSED,128
4,[  255  :  79  :  236  :  216  ],Rx,PASSED,128
5,[  0  :  82  :  57  :  4  ],Rx,PASSED,128
7,[  0  :  0  :  0  :  5  ],Rx,PASSED,128
8,[  255  :  255  :  255  :  253  ],Rx,PASSED,128
9,[  0  :  0  :  3  :  228  ],Rx,PASSED,133
10,[  255  :  255  :  255  :  152  ],Rx,PASSED,133
11,[  255  :  255  :  255  :  156  ],Rx,PASSED,133
12,[  255  :  255  :  255  :  206  ],Rx,PASSED,133
6,[  0  :  0  :  0  :  0  ],Rx,PASSED,133
