FID,Data Bytes,Direction,Checksum,Time (ms)
3,[  255  :  62  :  254  :  85  ],Rx,PASSED,0
4,[  255  :  212  :  255  :  252  ],Rx,PASSED,9
5,[  0  :  27  :  14  :  223  ],Rx,PASSED,10
7,[  255  :  255  :  255  :  163  ],Rx,PASSED,10
8,[  0  :  0  :  0  :  61  ],Rx,PASSED,10
9,[  0  :  0  :  3  :  225  ],Rx,PASSED,15
10,[  0  :  0  :  0  :  4  ],Rx,PASSED,15
11,[  255  :  255  :  255  :  202  ],Rx,PASSED,15
12,[  0  :  0  :  0  :  128  ],Rx,PASSED,15
1,[  0  :  0  :  0  :  0  ],Rx,PASSED,15
2,[  0  :  0  :  0  :  0  ],Rx,PASSED,19
30,[  0  :  0  :  0  :  0  ],Rx,PASSED,19
3,[  255  :  65  :  254  :  98  ],Rx,PASSED,20
4,[  255  :  210  :  0  :  43  ],Rx,PASSED,20
5,[  0  :  24  :  15  :  5  ],Rx,PASSED,20
7,[  255  :  255  :  255  :  166  ],Rx,PASSED,21
8,[  0  :  0  :  0  :  71  ],Rx,PASSED,22
9,[  0  :  0  :  3  :  234  ],Rx,PASSED,22
10,[  0  :  0  :  0  :  95  ],Rx,PASSED,22
11,[  255  :  255  :  255  :  141  ],Rx,PASSED,22
12,[  0  :  0  :  0  :  37  ],Rx,PASSED,25
13,[  65  :  176  :  120  :  17  ],Rx,PASSED,25
14,[  65  :  128  :  92  :  27  ],Rx,PASSED,25
15,[  65  :  32  :  72  :  0  ],Rx,PASSED,25
3,[  255  :  60  :  254  :  101  ],Rx,PASSED,25
4,[  255  :  208  :  0  :  3  ],Rx,PASSED,27
5,[  0  :  18  :  14  :  203  ],Rx,PASSED,28
7,[  255  :  255  :  255  :  167  ],Rx,PASSED,28
8,[  0  :  0  :  0  :  61  ],Rx,PASSED,28
9,[  0  :  0  :  3  :  220  ],Rx,PASSED,29
10,[  255  :  255  :  255  :  199  ],Rx,PASSED,33
11,[  255  :  255  :  255  :  80  ],Rx,PASSED,33
12,[  255  :  255  :  255  :  110  ],Rx,PASSED,33
3,[  255  :  60  :  254  :  99  ],Rx,PASSED,33
4,[  255  :  214  :  0  :  5  ],Rx,PASSED,38
5,[  0  :  17  :  14  :  246  ],Rx,PASSED,38
7,[  255  :  255  :  255  :  167  ],Rx,PASSED,38
8,[  0  :  0  :  0  :  62  ],Rx,PASSED,38
9,[  0  :  0  :  3  :  231  ],Rx,PASSED,38
10,[  255  :  255  :  255  :  199  ],Rx,PASSED,42
11,[  0  :  0  :  0  :  7  ],Rx,PASSED,42
12,[  255  :  255  :  255  :  79  ],Rx,PASSED,42
3,[  255  :  60  :  254  :  99  ],Rx,PASSED,42
4,[  255  :  214  :  0  :  5  ],Rx,PASSED,48
5,[  0  :  17  :  14  :  246  ],Rx,PASSED,48
7,[  255  :  255  :  255  :  167  ],Rx,PASSED,48
8,[  0  :  0  :  0  :  62  ],Rx,PASSED,49
9,[  0  :  0  :  3  :  231  ],Rx,PASSED,49
10,[  255  :  255  :  255  :  199  ],Rx,PASSED,50
11,[  0  :  0  :  0  :  7  ],Rx,PASSED,50
12,[  255  :  255  :  255  :  79  ],Rx,PASSED,51
3,[  255  :  61  :  254  :  88  ],Rx,PASSED,51
4,[  255  :  216  :  0  :  13  ],Rx,PASSED,57
5,[  0  :  22  :  14  :  196  ],Rx,PASSED,57
7,[  255  :  255  :  255  :  164  ],Rx,PASSED,57
8,[  0  :  0  :  0  :  64  ],Rx,PASSED,57
9,[  0  :  0  :  3  :  218  ],Rx,PASSED,57
10,[  255  :  255  :  255  :  229  ],Rx,PASSED,60
11,[  0  :  0  :  0  :  68  ],Rx,PASSED,60
12,[  255  :  255  :  255  :  232  ],Rx,PASSED,60
3,[  255  :  58  :  254  :  105  ],Rx,PASSED,60
4,[  255  :  217  :  0  :  3  ],Rx,PASSED,67
5,[  0  :  22  :  14  :  225  ],Rx,PASSED,67
7,[  255  :  255  :  255  :  168  ],Rx,PASSED,67
8,[  0  :  0  :  0  :  61  ],Rx,PASSED,67
9,[  0  :  0  :  3  :  225  ],Rx,PASSED,67
10,[  255  :  255  :  255  :  138  ],Rx,PASSED,69
11,[  0  :  0  :  0  :  98  ],Rx,PASSED,69
12,[  255  :  255  :  255  :  232  ],Rx,PASSED,70
13,[  65  :  176  :  120  :  18  ],Rx,PASSED,70
14,[  65  :  128  :  92  :  27  ],Rx,PASSED,70
15,[  65  :  32  :  72  :  0  ],Rx,PASSED,71
3,[  255  :  64  :  254  :  108  ],Rx,PASSED,71
4,[  255  :  217  :  0  :  17  ],Rx,PASSED,75
5,[  0  :  18  :  14  :  212  ],Rx,PASSED,76
7,[  255  :  255  :  255  :  169  ],Rx,PASSED,76
8,[  0  :  0  :  0  :  65  ],Rx,PASSED,76
9,[  0  :  0  :  3  :  222  ],Rx,PASSED,76
10,[  0  :  0  :  0  :  65  ],Rx,PASSED,80
11,[  0  :  0  :  0  :  98  ],Rx,PASSED,80
12,[  255  :  255  :  255  :  110  ],Rx,PASSED,81
3,[  255  :  64  :  254  :  108  ],Rx,PASSED,81
4,[  255  :  217  :  0  :  17  ],Rx,PASSED,85
5,[  0  :  18  :  14  :  212  ],Rx,PASSED,85
7,[  255  :  255  :  255  :  169  ],Rx,PASSED,85
8,[  0  :  0  :  0  :  65  ],Rx,PASSED,85
9,[  0  :  0  :  3  :  222  ],Rx,PASSED,85
10,[  0  :  0  :  0  :  65  ],Rx,PASSED,88
11,[  0  :  0  :  0  :  98  ],Rx,PASSED,88
12,[  255  :  255  :  255  :  110  ],Rx,PASSED,88
3,[  255  :  60  :  254  :  106  ],Rx,PASSED,88
4,[  255  :  212  :  0  :  2  ],Rx,PASSED,96
5,[  0  :  22  :  14  :  197  ],Rx,PASSED,96
7,[  255  :  255  :  255  :  168  ],Rx,PASSED,96
8,[  0  :  0  :  0  :  61  ],Rx,PASSED,96
9,[  0  :  0  :  3  :  219  ],Rx,PASSED,96
10,[  255  :  255  :  255  :  199  ],Rx,PASSED,98
11,[  255  :  255  :  255  :  202  ],Rx,PASSED,98
12,[  255  :  255  :  255  :  232  ],Rx,PASSED,98
3,[  255  :  57  :  254  :  116  ],Rx,PASSED,98
4,[  255  :  209  :  0  :  17  ],Rx,PASSED,104
5,[  0  :  20  :  14  :  251  ],Rx,PASSED,104
7,[  255  :  255  :  255  :  171  ],Rx,PASSED,104
8,[  0  :  0  :  0  :  65  ],Rx,PASSED,104
9,[  0  :  0  :  3  :  232  ],Rx,PASSED,104
10,[  255  :  255  :  255  :  107  ],Rx,PASSED,108
11,[  255  :  255  :  255  :  110  ],Rx,PASSED,108
12,[  255  :  255  :  255  :  171  ],Rx,PASSED,108
1,[  0  :  0  :  0  :  0  ],Rx,PASSED,108
2,[  0  :  0  :  0  :  0  ],Rx,PASSED,114
30,[  0  :  0  :  0  :  0  ],Rx,PASSED,114
3,[  255  :  66  :  254  :  124  ],Rx,PASSED,114
4,[  255  :  222  :  0  :  14  ],Rx,PASSED,114
5,[  0  :  21  :  14  :  241  ],Rx,PASSED,114
7,[  255  :  255  :  255  :  173  ],Rx,PASSED,116
8,[  0  :  0  :  0  :  64  ],Rx,PASSED,116
9,[  0  :  0  :  3  :  229  ],Rx,PASSED,116
10,[  0  :  0  :  0  :  126  ],Rx,PASSED,116
