FID,Data Bytes,Direction,Checksum,Time (ms)
3,[  253  :  5  :  4  :  120  ],Rx,PASSED,81
4,[  255  :  79  :  246  :  24  ],Rx,PASSED,81
5,[  0  :  74  :  59  :  68  ],Rx,PASSED,82
7,[  0  :  0  :  0  :  15  ],Rx,PASSED,82
8,[  255  :  255  :  255  :  201  ],Rx,PASSED,83
9,[  0  :  0  :  3  :  225  ],Rx,PASSED,83
10,[  255  :  255  :  255  :  237  ],Rx,PASSED,83
11,[  255  :  255  :  255  :  163  ],Rx,PASSED,83
12,[  255  :  255  :  255  :  113  ],Rx,PASSED,83
3,[  253  :  36  :  4  :  108  ],Rx,PASSED,89
4,[  255  :  136  :  246  :  96  ],Rx,PASSED,89
5,[  0  :  77  :  59  :  140  ],Rx,PASSED,89
7,[  0  :  0  :  0  :  15  ],Rx,PASSED,89
8,[  255  :  255  :  255  :  205  ],Rx,PASSED,89
9,[  0  :  0  :  3  :  229  ],Rx,PASSED,94
10,[  0  :  0  :  0  :  218  ],Rx,PASSED,94
11,[  0  :  0  :  1  :  86  ],Rx,PASSED,94
12,[  255  :  255  :  255  :  136  ],Rx,PASSED,94
3,[  253  :  13  :  3  :  252  ],Rx,PASSED,99
4,[  255  :  133  :  246  :  36  ],Rx,PASSED,99
5,[  0  :  101  :  58  :  232  ],Rx,PASSED,99
7,[  0  :  0  :  0  :  8  ],Rx,PASSED,99
8,[  255  :  255  :  255  :  201  ],Rx,PASSED,99
9,[  0  :  0  :  3  :  219  ],Rx,PASSED,102
10,[  0  :  0  :  0  :  42  ],Rx,PASSED,102
11,[  0  :  0  :  1  :  63  ],Rx,PASSED,102
12,[  0  :  0  :  0  :  63  ],Rx,PASSED,102
3,[  253  :  13  :  3  :  252  ],Rx,PASSED,108
4,[  255  :  133  :  246  :  36  ],Rx,PASSED,108
5,[  0  :  101  :  58  :  232  ],Rx,PASSED,108
7,[  0  :  0  :  0  :  8  ],Rx,PASSED,108
8,[  255  :  255  :  255  :  201  ],Rx,PASSED,108
9,[  0  :  0  :  3  :  219  ],Rx,PASSED,110
10,[  0  :  0  :  0  :  42  ],Rx,PASSED,111
11,[  0  :  0  :  1  :  63  ],Rx,PASSED,111
12,[  0  :  0  :  0  :  63  ],Rx,PASSED,111
13,[  75  :  99  :  231  :  240  ],Rx,PASSED,111
14,[  66  :  80  :  211  :  254  ],Rx,PASSED,112
15,[  67  :  81  :  88  :  0  ],Rx,PASSED,112
3,[  252  :  223  :  3  :  228  ],Rx,PASSED,117
4,[  255  :  81  :  246  :  112  ],Rx,PASSED,117
5,[  0  :  84  :  59  :  116  ],Rx,PASSED,117
7,[  0  :  0  :  0  :  6  ],Rx,PASSED,117
8,[  255  :  255  :  255  :  206  ],Rx,PASSED,117
9,[  0  :  0  :  3  :  227  ],Rx,PASSED,121
10,[  255  :  255  :  254  :  203  ],Rx,PASSED,121
11,[  255  :  255  :  255  :  178  ],Rx,PASSED,121
12,[  255  :  255  :  255  :  189  ],Rx,PASSED,121
3,[  252  :  247  :  4  :  64  ],Rx,PASSED,127
4,[  255  :  80  :  246  :  92  ],Rx,PASSED,127
5,[  0  :  81  :  59  :  132  ],Rx,PASSED,127
7,[  0  :  0  :  0  :  12  ],Rx,PASSED,127
8,[  255  :  255  :  255  :  205  ],Rx,PASSED,127
9,[  0  :  0  :  3  :  228  ],Rx,PASSED,130
10,[  255  :  255  :  255  :  130  ],Rx,PASSED,130
11,[  255  :  255  :  255  :  171  ],Rx,PASSED,130
12,[  255  :  255  :  255  :  166  ],Rx,PASSED,130
3,[  253  :  6  :  4  :  120  ],Rx,PASSED,138
4,[  255  :  133  :  246  :  68  ],Rx,PASSED,138
5,[  0  :  126  :  59  :  100  ],Rx,PASSED,138
7,[  0  :  0  :  0  :  15  ],Rx,PASSED,138
8,[  255  :  255  :  255  :  203  ],Rx,PASSED,138
9,[  0  :  0  :  3  :  227  ],Rx,PASSED,139
10,[  255  :  255  :  255  :  245  ],Rx,PASSED,139
11,[  0  :  0  :  1  :  63  ],Rx,PASSED,139
12,[  0  :  0  :  0  :  254  ],Rx,PASSED,139
3,[  253  :  6  :  4  :  120  ],Rx,PASSED,146
4,[  255  :  133  :  246  :  68  ],Rx,PASSED,146
5,[  0  :  126  :  59  :  100  ],Rx,PASSED,146
