FID,Data Bytes,Direction,Checksum,Time (ms)
3,[  253  :  1  :  5  :  20  ],Rx,PASSED,95
4,[  255  :  116  :  246  :  140  ],Rx,PASSED,96
5,[  0  :  105  :  59  :  192  ],Rx,PASSED,96
7,[  255  :  255  :  255  :  220  ],Rx,PASSED,96
8,[  255  :  255  :  255  :  233  ],Rx,PASSED,97
9,[  0  :  0  :  3  :  239  ],Rx,PASSED,97
10,[  0  :  0  :  0  :  0  ],Rx,PASSED,97
11,[  0  :  0  :  0  :  0  ],Rx,PASSED,97
12,[  0  :  0  :  0  :  0  ],Rx,PASSED,97
1,[  0  :  0  :  0  :  0  ],Rx,PASSED,103
2,[  0  :  0  :  0  :  0  ],Rx,PASSED,103
3,[  253  :  1  :  5  :  20  ],Rx,PASSED,103
4,[  255  :  116  :  246  :  140  ],Rx,PASSED,103
5,[  0  :  105  :  59  :  192  ],Rx,PASSED,103
7,[  255  :  255  :  255  :  220  ],Rx,PASSED,107
8,[  255  :  255  :  255  :  233  ],Rx,PASSED,107
9,[  0  :  0  :  3  :  239  ],Rx,PASSED,107
10,[  0  :  0  :  0  :  0  ],Rx,PASSED,107
11,[  0  :  0  :  0  :  0  ],Rx,PASSED,107
12,[  0  :  0  :  0  :  0  ],Rx,PASSED,111
13,[  104  :  32  :  123  :  250  ],Rx,PASSED,111
14,[  77  :  205  :  112  :  10  ],Rx,PASSED,111
15,[  75  :  166  :  192  :  0  ],Rx,PASSED,111
3,[  252  :  237  :  4  :  220  ],Rx,PASSED,113
4,[  255  :  116  :  246  :  60  ],Rx,PASSED,113
5,[  0  :  103  :  59  :  72  ],Rx,PASSED,113
7,[  255  :  255  :  255  :  216  ],Rx,PASSED,113
8,[  255  :  255  :  255  :  228  ],Rx,PASSED,113
9,[  0  :  0  :  3  :  232  ],Rx,PASSED,118
10,[  0  :  0  :  0  :  0  ],Rx,PASSED,118
11,[  0  :  0  :  0  :  0  ],Rx,PASSED,118
12,[  0  :  0  :  0  :  0  ],Rx,PASSED,118
3,[  253  :  9  :  5  :  40  ],Rx,PASSED,123
4,[  255  :  76  :  246  :  12  ],Rx,PASSED,123
5,[  0  :  90  :  59  :  64  ],Rx,PASSED,123
7,[  255  :  255  :  255  :  221  ],Rx,PASSED,123
8,[  255  :  255  :  255  :  225  ],Rx,PASSED,123
9,[  0  :  0  :  3  :  231  ],Rx,PASSED,125
10,[  0  :  0  :  0  :  0  ],Rx,PASSED,125
11,[  0  :  0  :  0  :  0  ],Rx,PASSED,125
12,[  0  :  0  :  0  :  0  ],Rx,PASSED,125
3,[  253  :  0  :  5  :  80  ],Rx,PASSED,132
4,[  255  :  103  :  246  :  168  ],Rx,PASSED,132
5,[  0  :  89  :  59  :  92  ],Rx,PASSED,132
7,[  255  :  255  :  255  :  224  ],Rx,PASSED,132
8,[  255  :  255  :  255  :  234  ],Rx,PASSED,132
9,[  0  :  0  :  3  :  233  ],Rx,PASSED,136
10,[  0  :  0  :  0  :  0  ],Rx,PASSED,136
11,[  0  :  0  :  0  :  0  ],Rx,PASSED,136
12,[  0  :  0  :  0  :  0  ],Rx,PASSED,136
3,[  253  :  0  :  5  :  80  ],Rx,PASSED,141
4,[  255  :  103  :  246  :  168  ],Rx,PASSED,141
5,[  0  :  89  :  59  :  92  ],Rx,PASSED,141
7,[  255  :  255  :  255  :  224  ],Rx,PASSED,141
8,[  255  :  255  :  255  :  234  ],Rx,PASSED,141
9,[  0  :  0  :  3  :  233  ],Rx,PASSED,144
10,[  0  :  0  :  0  :  0  ],Rx,PASSED,144
11,[  0  :  0  :  0  :  0  ],Rx,PASSED,144
12,[  0  :  0  :  0  :  0  ],Rx,PASSED,145
3,[  252  :  238  :  5  :  148  ],Rx,PASSED,152
4,[  255  :  113  :  246  :  140  ],Rx,PASSED,152
5,[  0  :  108  :  59  :  40  ],Rx,PASSED,152
7,[  255  :  255  :  255  :  228  ],Rx,PASSED,152
8,[  255  :  255  :  255  :  233  ],Rx,PASSED,152
9,[  0  :  0  :  3  :  230  ],Rx,PASSED,153
10,[  0  :  0  :  0  :  0  ],Rx,PASSED,153
11,[  0  :  0  :  0  :  0  ],Rx,PASSED,153
12,[  0  :  0  :  0  :  0  ],Rx,PASSED,153
6,[  0  :  0  :  0  :  0  ],Rx,PASSED,153
13,[  104  :  32  :  123  :  250  ],Rx,PASSED,156
14,[  77  :  205  :  112  :  9  ],Rx,PASSED,156
15,[  75  :  166  :  192  :  0  ],Rx,PASSED,156
3,[  253  :  5  :  5  :  32  ],Rx,PASSED,160
4,[  255  :  78  :  246  :  116  ],Rx,PASSED,160
5,[  0  :  96  :  58  :  172  ],Rx,PASSED,160
7,[  255  :  255  :  255  :  221  ],Rx,PASSED,160
8,[  255  :  255  :  255  :  231  ],Rx,PASSED,160
9,[  0  :  0  :  3  :  222  ],Rx,PASSED,165
10,[  0  :  0  :  0  :  0  ],Rx,PASSED,165
11,[  0  :  0  :  0  :  0  ],Rx,PASSED,165
12,[  0  :  0  :  0  :  0  ],Rx,PASSED,165
3,[  252  :  238  :  5  :  124  ],Rx,PASSED,169
4,[  255  :  116  :  246  :  128  ],Rx,PASSED,169
5,[  0  :  92  :  59  :  32  ],Rx,PASSED,169
7,[  255  :  255  :  255  :  226  ],Rx,PASSED,169
8,[  255  :  255  :  255  :  232  ],Rx,PASSED,169
9,[  0  :  0  :  3  :  229  ],Rx,PASSED,174
10,[  0  :  0  :  0  :  0  ],Rx,PASSED,174
11,[  0  :  0  :  0  :  0  ],Rx,PASSED,174
12,[  0  :  0  :  0  :  0  ],Rx,PASSED,174
3,[  252  :  238  :  5  :  124  ],Rx,PASSED,179
4,[  255  :  116  :  246  :  128  ],Rx,PASSED,179
5,[  0  :  92  :  59  :  32  ],Rx,PASSED,179
7,[  255  :  255  :  255  :  226  ],Rx,PASSED,179
8,[  255  :  255  :  255  :  232  ],Rx,PASSED,179
9,[  0  :  0  :  3  :  229  ],Rx,PASSED,184
10,[  0  :  0  :  0  :  0  ],Rx,PASSED,184
11,[  0  :  0  :  0  :  0  ],Rx,PASSED,184
12,[  0  :  0  :  0  :  0  ],Rx,PASSED,184
3,[  253  :  7  :  5  :  76  ],Rx,PASSED,189
4,[  255  :  69  :  246  :  100  ],Rx,PASSED,189
5,[  0  :  88  :  59  :  24  ],Rx,PASSED,189
7,[  255  :  255  :  255  :  223  ],Rx,PASSED,189
8,[  255  :  255  :  255  :  230  ],Rx,PASSED,189
9,[  0  :  0  :  3  :  229  ],Rx,PASSED,194
10,[  0  :  0  :  0  :  0  ],Rx,PASSED,194
11,[  0  :  0  :  0  :  0  ],Rx,PASSED,194
12,[  0  :  0  :  0  :  0  ],Rx,PASSED,194
1,[  0  :  0  :  0  :  0  ],Rx,PASSED,198
2,[  0  :  0  :  0  :  0  ],Rx,PASSED,198
3,[  252  :  246  :  5  :  180  ],Rx,PASSED,198
4,[  255  :  93  :  246  :  48  ],Rx,PASSED,198
5,[  0  :  91  :  59  :  32  ],Rx,PASSED,198
7,[  255  :  255  :  255  :  230  ],Rx,PASSED,203
8,[  255  :  255  :  255  :  227  ],Rx,PASSED,203
9,[  0  :  0  :  3  :  229  ],Rx,PASSED,203
10,[  0  :  0  :  0  :  0  ],Rx,PASSED,203
11,[  0  :  0  :  0  :  0  ],Rx,PASSED,203
12,[  0  :  0  :  0  :  0  ],Rx,PASSED,204
13,[  104  :  32  :  123  :  249  ],Rx,PASSED,204
14,[  77  :  205  :  112  :  9  ],Rx,PASSED,204
15,[  75  :  166  :  192  :  0  ],Rx,PASSED,204
3,[  252  :  248  :  5  :  20  ],Rx,PASSED,208
4,[  255  :  90  :  246  :  16  ],Rx,PASSED,208
5,[  0  :  80  :  59  :  88  ],Rx,PASSED,208
7,[  255  :  255  :  255  :  220  ],Rx,PASSED,208
8,[  255  :  255  :  255  :  225  ],Rx,PASSED,208
9,[  0  :  0  :  3  :  233  ],Rx,PASSED,212
10,[  0  :  0  :  0  :  0  ],Rx,PASSED,212
11,[  0  :  0  :  0  :  0  ],Rx,PASSED,212
12,[  0  :  0  :  0  :  0  ],Rx,PASSED,212
3,[  252  :  248  :  5  :  20  ],Rx,PASSED,217
