Time (ms),GUI.SCRN_NO,Time (ms),GUI.RENC_CLK,Time (ms),GUI.RENC_ACLK,Time (ms),GUI.RENC_SW,Time (ms),LED_CNTRL.LED_OVRRD,Time (ms),LED_CNTRL.XLED_PWM_Mode,Time (ms),LED_CNTRL.YLED_PWM_Mode,Time (ms),LED_CNTRL.ZLED_PWM_Mode,Time (ms),LED_CNTRL.XLED_state,Time (ms),LED_CNTRL.YLED_state,Time (ms),LED_CNTRL.ZLED_state,Time (ms),LED_CNTRL.TLED_OVRRD,Time (ms),LED_CNTRL.TLED_mode,Time (ms),LED_CNTRL.XLED_Brightness,Time (ms),LED_CNTRL.YLED_Brightness,Time (ms),LED_CNTRL.ZLED_Brightness,Time (ms),IMU_X_Raw.XACCEL_raw,Time (ms),IMU_X_Raw.XGYRO_raw,Time (ms),IMU_Y_Raw.YACCEL_raw,Time (ms),IMU_Y_Raw.YGYRO_raw,Time (ms),IMU_Z_Raw.ZACCEL_raw,Time (ms),IMU_Z_Raw.ZGYRO_raw,Time (ms),IMU_XACCEL_Processed.IMU_XACCEL_Processed,Time (ms),IMU_YACCEL_Processed.IMU_YACCEL_Processed,Time (ms),IMU_ZACCEL_Processed.IMU_ZACCEL_Processed,Time (ms),IMU_XGYRO_Processed.IMU_XGYRO_Processed,Time (ms),IMU_YGYRO_Processed.IMU_YGYRO_Processed,Time (ms),IMU_ZGYRO_Processed.IMU_ZGYRO_Processed,Time (ms),Roll.Roll_Accel,Time (ms),Roll.Roll_Gyro,Time (ms),Roll.Roll_CF,Time (ms),Pitch.Pitch_Accel,Time (ms),Pitch.Pitch_Gyro,Time (ms),Pitch.Pitch_CF,Time (ms),Yaw.Yaw_Accel,Time (ms),Yaw.Yaw_Gyro,Time (ms),Yaw.Yaw_CF,Time (ms),IMU_Temp.IMU_Temp_Raw,Time (ms),IMU_Temp.IMU_Temp_Processed
1146.000000,0.000000,1146.000000,0.000000,1146.000000,0.000000,1146.000000,0.000000,1146.000000,0.000000,1146.000000,0.000000,1146.000000,0.000000,1146.000000,0.000000,1146.000000,0.000000,1146.000000,0.000000,1146.000000,0.000000,1146.000000,0.000000,1146.000000,0.000000,1146.000000,0.000000,1146.000000,0.000000,1146.000000,0.000000,1103.000000,64600.000000,1103.000000,65345.000000,1103.000000,63436.000000,1103.000000,65498.000000,1103.000000,15164.000000,1103.000000,25.000000,1103.000000,0.000000,1103.000000,-1.000000,1103.000000,1000.000000,1103.000000,30.000000,1103.000000,143.000000,1103.000000,80.000000,1124.000000,0.000000,1124.000000,0.000000,1124.000000,0.000000,1124.000000,0.000000,1124.000000,0.000000,1124.000000,0.000000,1124.000000,0.000000,1124.000000,0.000000,1124.000000,0.000000,2779.000000,0.000000,2779.000000,0.000000
1209.000000,0.000000,1209.000000,0.000000,1209.000000,0.000000,1209.000000,0.000000,1209.000000,0.000000,1209.000000,0.000000,1209.000000,0.000000,1209.000000,0.000000,1209.000000,0.000000,1209.000000,0.000000,1209.000000,0.000000,1209.000000,0.000000,1209.000000,0.000000,1209.000000,0.000000,1209.000000,0.000000,1209.000000,0.000000,1103.000000,64544.000000,1103.000000,65345.000000,1103.000000,63392.000000,1103.000000,65502.000000,1103.000000,15148.000000,1103.000000,21.000000,1103.000000,-3.000000,1103.000000,-3.000000,1103.000000,999.000000,1103.000000,30.000000,1104.000000,265.000000,1104.000000,-42.000000,1126.000000,0.000000,1126.000000,0.000000,1126.000000,0.000000,1126.000000,0.000000,1126.000000,0.000000,1126.000000,0.000000,1126.000000,0.000000,1126.000000,0.000000,1126.000000,0.000000,3021.000000,0.000000,3021.000000,0.000000
1304.000000,0.000000,1304.000000,0.000000,1304.000000,0.000000,1304.000000,0.000000,1304.000000,0.000000,1304.000000,0.000000,1304.000000,0.000000,1304.000000,0.000000,1304.000000,0.000000,1304.000000,0.000000,1304.000000,0.000000,1304.000000,0.000000,1304.000000,0.000000,1304.000000,0.000000,1304.000000,0.000000,1304.000000,0.000000,1104.000000,64500.000000,1104.000000,65347.000000,1104.000000,63412.000000,1104.000000,65491.000000,1104.000000,15160.000000,1104.000000,23.000000,1104.000000,-6.000000,1104.000000,-2.000000,1104.000000,1000.000000,1104.000000,92.000000,1104.000000,-71.000000,1104.000000,19.000000,1128.000000,0.000000,1128.000000,0.000000,1128.000000,0.000000,1128.000000,0.000000,1128.000000,0.000000,1128.000000,0.000000,1128.000000,0.000000,1128.000000,0.000000,1128.000000,0.000000,3255.000000,0.000000,3255.000000,0.000000
1399.000000,0.000000,1399.000000,0.000000,1399.000000,0.000000,1399.000000,0.000000,1399.000000,0.000000,1399.000000,0.000000,1399.000000,0.000000,1399.000000,0.000000,1399.000000,0.000000,1399.000000,0.000000,1399.000000,0.000000,1399.000000,0.000000,1399.000000,0.000000,1399.000000,0.000000,1399.000000,0.000000,1399.000000,0.000000,1104.000000,64616.000000,1104.000000,65342.000000,1104.000000,63520.000000,1104.000000,65488.000000,1104.000000,15244.000000,1104.000000,25.000000,1104.000000,1.000000,1104.000000,4.000000,1104.000000,1005.000000,1104.000000,-61.000000,1104.000000,-162.000000,1104.000000,80.000000,1130.000000,0.000000,1130.000000,0.000000,1130.000000,0.000000,1130.000000,0.000000,1130.000000,0.000000,1130.000000,0.000000,1130.000000,0.000000,1130.000000,0.000000,1130.000000,0.000000,3496.000000,0.000000,3496.000000,0.000000
1493.000000,0.000000,1493.000000,0.000000,1493.000000,0.000000,1493.000000,0.000000,1494.000000,0.000000,1494.000000,0.000000,1494.000000,0.000000,1494.000000,0.000000,1494.000000,0.000000,1494.000000,0.000000,1494.000000,0.000000,1494.000000,0.000000,1494.000000,0.000000,1494.000000,0.000000,1494.000000,0.000000,1494.000000,0.000000,1104.000000,64616.000000,1104.000000,65342.000000,1104.000000,63520.000000,1104.000000,65488.000000,1104.000000,15244.000000,1104.000000,25.000000,1104.000000,1.000000,1104.000000,4.000000,1105.000000,1005.000000,1105.000000,-61.000000,1105.000000,-162.000000,1105.000000,80.000000,1131.000000,0.000000,1131.000000,0.000000,1131.000000,0.000000,1131.000000,0.000000,1131.000000,0.000000,1131.000000,0.000000,1131.000000,0.000000,1131.000000,0.000000,1131.000000,0.000000,3729.000000,0.000000,3729.000000,0.000000
1589.000000,0.000000,1589.000000,0.000000,1589.000000,0.000000,1589.000000,0.000000,1589.000000,0.000000,1589.000000,0.000000,1589.000000,0.000000,1589.000000,0.000000,1589.000000,0.000000,1589.000000,0.000000,1589.000000,0.000000,1589.000000,0.000000,1589.000000,0.000000,1589.000000,0.000000,1589.000000,0.000000,1589.000000,0.000000,1105.000000,64692.000000,1105.000000,65342.000000,1105.000000,63364.000000,1105.000000,65493.000000,1105.000000,15212.000000,1105.000000,24.000000,1105.000000,6.000000,1105.000000,-5.000000,1105.000000,1003.000000,1105.000000,-61.000000,1105.000000,-10.000000,1105.000000,50.000000,1133.000000,0.000000,1133.000000,0.000000,1133.000000,0.000000,1133.000000,0.000000,1133.000000,0.000000,1133.000000,0.000000,1133.000000,0.000000,1133.000000,0.000000,1133.000000,0.000000,3971.000000,0.000000,3971.000000,0.000000
1684.000000,0.000000,1684.000000,0.000000,1684.000000,0.000000,1684.000000,0.000000,1684.000000,0.000000,1684.000000,0.000000,1684.000000,0.000000,1684.000000,0.000000,1684.000000,0.000000,1684.000000,0.000000,1684.000000,0.000000,1684.000000,0.000000,1684.000000,0.000000,1684.000000,0.000000,1684.000000,0.000000,1684.000000,0.000000,1105.000000,64652.000000,1105.000000,65338.000000,1105.000000,63572.000000,1105.000000,65498.000000,1105.000000,15136.000000,1105.000000,19.000000,1105.000000,4.000000,1105.000000,8.000000,1105.000000,998.000000,1105.000000,-183.000000,1106.000000,143.000000,1106.000000,-103.000000,1136.000000,0.000000,1136.000000,0.000000,1136.000000,0.000000,1136.000000,0.000000,1136.000000,0.000000,1136.000000,0.000000,1136.000000,0.000000,1136.000000,0.000000,1136.000000,0.000000,4205.000000,0.000000,4205.000000,0.000000
1778.000000,0.000000,1778.000000,0.000000,1778.000000,0.000000,1778.000000,0.000000,1779.000000,0.000000,1779.000000,0.000000,1779.000000,0.000000,1779.000000,0.000000,1779.000000,0.000000,1779.000000,0.000000,1779.000000,0.000000,1779.000000,0.000000,1779.000000,0.000000,1779.000000,0.000000,1779.000000,0.000000,1779.000000,0.000000,1106.000000,64700.000000,1106.000000,65343.000000,1106.000000,63424.000000,1106.000000,65489.000000,1106.000000,15256.000000,1106.000000,22.000000,1106.000000,6.000000,1106.000000,-1.000000,1106.000000,1006.000000,1106.000000,-31.000000,1106.000000,-132.000000,1106.000000,-11.000000,1138.000000,0.000000,1138.000000,0.000000,1138.000000,0.000000,1138.000000,0.000000,1138.000000,0.000000,1138.000000,0.000000,1139.000000,0.000000,1139.000000,0.000000,1139.000000,0.000000,4447.000000,0.000000,4447.000000,0.000000
1875.000000,0.000000,1875.000000,0.000000,1875.000000,0.000000,1875.000000,0.000000,1875.000000,0.000000,1875.000000,0.000000,1875.000000,0.000000,1875.000000,0.000000,1875.000000,0.000000,1875.000000,0.000000,1875.000000,0.000000,1875.000000,0.000000,1875.000000,0.000000,1875.000000,0.000000,1875.000000,0.000000,1875.000000,0.000000,1106.000000,64700.000000,1106.000000,65343.000000,1106.000000,63424.000000,1106.000000,65489.000000,1106.000000,15256.000000,1106.000000,22.000000,1106.000000,6.000000,1106.000000,-1.000000,1106.000000,1006.000000,1106.000000,-31.000000,1106.000000,-132.000000,1106.000000,-11.000000,1140.000000,0.000000,1140.000000,0.000000,1140.000000,0.000000,1140.000000,0.000000,1140.000000,0.000000,1140.000000,0.000000,1140.000000,0.000000,1140.000000,0.000000,1140.000000,0.000000,4679.000000,0.000000,4679.000000,0.000000
1970.000000,0.000000,1970.000000,0.000000,1970.000000,0.000000,1970.000000,0.000000,1970.000000,0.000000,1970.000000,0.000000,1970.000000,0.000000,1970.000000,0.000000,1970.000000,0.000000,1970.000000,0.000000,1970.000000,0.000000,1970.000000,0.000000,1970.000000,0.000000,1970.000000,0.000000,1970.000000,0.000000,1970.000000,0.000000,1106.000000,64772.000000,1106.000000,65348.000000,1106.000000,63456.000000,1106.000000,65493.000000,1107.000000,15260.000000,1107.000000,19.000000,1107.000000,11.000000,1107.000000,1.000000,1107.000000,1006.000000,1107.000000,122.000000,1107.000000,-10.000000,1107.000000,-103.000000,1142.000000,0.000000,1142.000000,0.000000,1142.000000,0.000000,1142.000000,0.000000,1142.000000,0.000000,1142.000000,0.000000,1142.000000,0.000000,1142.000000,0.000000,1142.000000,0.000000,4922.000000,0.000000,4922.000000,0.000000
2064.000000,0.000000,2064.000000,0.000000,2064.000000,0.000000,2064.000000,0.000000,2064.000000,0.000000,2064.000000,0.000000,2064.000000,0.000000,2064.000000,0.000000,2064.000000,0.000000,2064.000000,0.000000,2064.000000,0.000000,2064.000000,0.000000,2064.000000,0.000000,2064.000000,0.000000,2064.000000,0.000000,2064.000000,0.000000,1107.000000,64780.000000,1107.000000,65346.000000,1107.000000,63528.000000,1107.000000,65485.000000,1107.000000,15196.000000,1107.000000,31.000000,1108.000000,11.000000,1108.000000,5.000000,1108.000000,1002.000000,1108.000000,61.000000,1108.000000,-254.000000,1108.000000,264.000000,1144.000000,0.000000,1144.000000,0.000000,1144.000000,0.000000,1144.000000,0.000000,1144.000000,0.000000,1144.000000,0.000000,1144.000000,0.000000,1144.000000,0.000000,1144.000000,0.000000,5154.000000,0.000000,5154.000000,0.000000
2159.000000,0.000000,2159.000000,0.000000,2159.000000,0.000000,2159.000000,0.000000,2159.000000,0.000000,2159.000000,0.000000,2159.000000,0.000000,2159.000000,0.000000,2159.000000,0.000000,2159.000000,0.000000,2159.000000,0.000000,2159.000000,0.000000,2159.000000,0.000000,2159.000000,0.000000,2159.000000,0.000000,2159.000000,0.000000,1108.000000,64688.000000,1108.000000,65345.000000,1108.000000,63540.000000,1108.000000,65494.000000,1108.000000,15092.000000,1108.000000,22.000000,1108.000000,6.000000,1108.000000,6.000000,1108.000000,996.000000,1108.000000,30.000000,1108.000000,21.000000,1108.000000,-11.000000,1146.000000,0.000000,1146.000000,0.000000,1146.000000,0.000000,1146.000000,0.000000,1146.000000,0.000000,1146.000000,0.000000,1146.000000,0.000000,1146.000000,0.000000,1146.000000,0.000000,5396.000000,0.000000,5396.000000,0.000000
2254.000000,0.000000,2254.000000,0.000000,2254.000000,0.000000,2254.000000,0.000000,2254.000000,0.000000,2254.000000,0.000000,2254.000000,0.000000,2254.000000,0.000000,2254.000000,0.000000,2254.000000,0.000000,2254.000000,0.000000,2254.000000,0.000000,2254.000000,0.000000,2254.000000,0.000000,2254.000000,0.000000,2254.000000,0.000000,1108.000000,64688.000000,1108.000000,65343.000000,1108.000000,63356.000000,1108.000000,65492.000000,1108.000000,15196.000000,1108.000000,20.000000,1108.000000,6.000000,1108.000000,-6.000000,1109.000000,1002.000000,1109.000000,-31.000000,1109.000000,-40.000000,1109.000000,-72.000000,1164.000000,0.000000,1164.000000,0.000000,1164.000000,0.000000,1166.000000,0.000000,1166.000000,0.000000,1166.000000,0.000000,1166.000000,0.000000,1166.000000,0.000000,1166.000000,0.000000,5630.000000,0.000000,5630.000000,0.000000
2350.000000,0.000000,2350.000000,0.000000,2350.000000,0.000000,2350.000000,0.000000,2350.000000,0.000000,2350.000000,0.000000,2350.000000,0.000000,2350.000000,0.000000,2350.000000,0.000000,2350.000000,0.000000,2350.000000,0.000000,2350.000000,0.000000,2350.000000,0.000000,2350.000000,0.000000,2350.000000,0.000000,2350.000000,0.000000,1109.000000,64688.000000,1109.000000,65343.000000,1109.000000,63356.000000,1109.000000,65492.000000,1109.000000,15196.000000,1109.000000,20.000000,1109.000000,6.000000,1109.000000,-6.000000,1109.000000,1002.000000,1109.000000,-31.000000,1109.000000,-40.000000,1109.000000,-72.000000,1214.000000,0.000000,1214.000000,0.000000,1214.000000,0.000000,1214.000000,0.000000,1214.000000,0.000000,1214.000000,0.000000,1214.000000,0.000000,1214.000000,0.000000,1214.000000,0.000000,5870.000000,0.000000,5870.000000,0.000000
2444.000000,0.000000,2444.000000,0.000000,2444.000000,0.000000,2444.000000,0.000000,2444.000000,0.000000,2444.000000,0.000000,2444.000000,0.000000,2444.000000,0.000000,2444.000000,0.000000,2444.000000,0.000000,2444.000000,0.000000,2444.000000,0.000000,2444.000000,0.000000,2444.000000,0.000000,2444.000000,0.000000,2444.000000,0.000000,1109.000000,64588.000000,1109.000000,65342.000000,1109.000000,63432.000000,1109.000000,65485.000000,1109.000000,15120.000000,1109.000000,23.000000,1109.000000,0.000000,1110.000000,-1.000000,1110.000000,997.000000,1110.000000,-61.000000,1110.000000,-254.000000,1110.000000,19.000000,1260.000000,0.000000,1260.000000,0.000000,1260.000000,0.000000,1261.000000,0.000000,1261.000000,0.000000,1261.000000,0.000000,1262.000000,0.000000,1262.000000,0.000000,1262.000000,0.000000,6104.000000,0.000000,6104.000000,0.000000
2539.000000,0.000000,2539.000000,0.000000,2539.000000,0.000000,2539.000000,0.000000,2539.000000,0.000000,2539.000000,0.000000,2539.000000,0.000000,2539.000000,0.000000,2539.000000,0.000000,2539.000000,0.000000,2539.000000,0.000000,2539.000000,0.000000,2539.000000,0.000000,2539.000000,0.000000,2539.000000,0.000000,2539.000000,0.000000,1110.000000,64728.000000,1110.000000,65347.000000,1110.000000,63516.000000,1110.000000,65492.000000,1110.000000,15212.000000,1110.000000,20.000000,1110.000000,8.000000,1110.000000,4.000000,1110.000000,1003.000000,1110.000000,92.000000,1110.000000,-40.000000,1110.000000,-72.000000,1309.000000,0.000000,1309.000000,0.000000,1309.000000,0.000000,1309.000000,0.000000,1309.000000,0.000000,1309.000000,0.000000,1309.000000,0.000000,1309.000000,0.000000,1309.000000,0.000000,6346.000000,0.000000,6346.000000,0.000000
2635.000000,0.000000,2635.000000,0.000000,2635.000000,0.000000,2635.000000,0.000000,2635.000000,0.000000,2635.000000,0.000000,2635.000000,0.000000,2635.000000,0.000000,2635.000000,0.000000,2635.000000,0.000000,2635.000000,0.000000,2635.000000,0.000000,2635.000000,0.000000,2635.000000,0.000000,2635.000000,0.000000,2635.000000,0.000000,1110.000000,64668.000000,1110.000000,65345.000000,1110.000000,63472.000000,1110.000000,65497.000000,1110.000000,15252.000000,1110.000000,24.000000,1110.000000,5.000000,1110.000000,2.000000,1110.000000,1005.000000,1110.000000,30.000000,1111.000000,112.000000,1111.000000,50.000000,1357.000000,0.000000,1357.000000,0.000000,1357.000000,0.000000,1357.000000,0.000000,1357.000000,0.000000,1357.000000,0.000000,1357.000000,0.000000,1357.000000,0.000000,1357.000000,0.000000,6581.000000,0.000000,6581.000000,0.000000
2729.000000,0.000000,2729.000000,0.000000,2729.000000,0.000000,2729.000000,0.000000,2729.000000,0.000000,2729.000000,0.000000,2729.000000,0.000000,2729.000000,0.000000,2729.000000,0.000000,2729.000000,0.000000,2729.000000,0.000000,2729.000000,0.000000,2729.000000,0.000000,2729.000000,0.000000,2729.000000,0.000000,2729.000000,0.000000,1111.000000,64668.000000,1111.000000,65345.000000,1111.000000,63472.000000,1111.000000,65497.000000,1111.000000,15252.000000,1111.000000,24.000000,1111.000000,5.000000,1111.000000,2.000000,1111.000000,1005.000000,1111.000000,30.000000,1111.000000,112.000000,1111.000000,50.000000,1406.000000,0.000000,1406.000000,0.000000,1406.000000,0.000000,1406.000000,0.000000,1406.000000,0.000000,1406.000000,0.000000,1406.000000,0.000000,1406.000000,0.000000,1406.000000,0.000000,6822.000000,0.000000,6822.000000,0.000000
2824.000000,0.000000,2824.000000,0.000000,2824.000000,0.000000,2824.000000,0.000000,2824.000000,0.000000,2824.000000,0.000000,2824.000000,0.000000,2824.000000,0.000000,2824.000000,0.000000,2824.000000,0.000000,2824.000000,0.000000,2824.000000,0.000000,2824.000000,0.000000,2824.000000,0.000000,2824.000000,0.000000,2824.000000,0.000000,1111.000000,64588.000000,1111.000000,65347.000000,1111.000000,63460.000000,1111.000000,65498.000000,1111.000000,15260.000000,1111.000000,24.000000,1111.000000,0.000000,1111.000000,1.000000,1111.000000,1006.000000,1111.000000,92.000000,1111.000000,143.000000,1111.000000,50.000000,1449.000000,0.000000,1449.000000,0.000000,1449.000000,0.000000,1451.000000,0.000000,1451.000000,0.000000,1451.000000,0.000000,1451.000000,0.000000,1451.000000,0.000000,1451.000000,0.000000,7054.000000,0.000000,7054.000000,0.000000
2919.000000,0.000000,2919.000000,0.000000,2919.000000,0.000000,2919.000000,0.000000,2919.000000,0.000000,2919.000000,0.000000,2919.000000,0.000000,2919.000000,0.000000,2919.000000,0.000000,2919.000000,0.000000,2919.000000,0.000000,2919.000000,0.000000,2919.000000,0.000000,2919.000000,0.000000,2919.000000,0.000000,2919.000000,0.000000,1111.000000,64492.000000,1111.000000,65347.000000,1111.000000,63436.000000,1111.000000,65489.000000,1111.000000,15204.000000,1111.000000,23.000000,1111.000000,-6.000000,1111.000000,-1.000000,1111.000000,1003.000000,1111.000000,92.000000,1111.000000,-132.000000,1111.000000,19.000000,1501.000000,0.000000,1501.000000,0.000000,1501.000000,0.000000,1501.000000,0.000000,1501.000000,0.000000,1501.000000,0.000000,1501.000000,0.000000,1501.000000,0.000000,1501.000000,0.000000,7297.000000,0.000000,7297.000000,0.000000
3013.000000,0.000000,3013.000000,0.000000,3013.000000,0.000000,3013.000000,0.000000,3013.000000,0.000000,3013.000000,0.000000,3013.000000,0.000000,3013.000000,0.000000,3013.000000,0.000000,3013.000000,0.000000,3013.000000,0.000000,3013.000000,0.000000,3013.000000,0.000000,3013.000000,0.000000,3013.000000,0.000000,3013.000000,0.000000,1112.000000,64468.000000,1112.000000,65346.000000,1112.000000,63484.000000,1112.000000,65489.000000,1112.000000,15020.000000,1112.000000,23.000000,1112.000000,-8.000000,1112.000000,2.000000,1112.000000,991.000000,1112.000000,61.000000,1112.000000,-132.000000,1112.000000,19.000000,1544.000000,0.000000,1544.000000,0.000000,1544.000000,0.000000,1546.000000,0.000000,1546.000000,0.000000,1546.000000,0.000000,1546.000000,0.000000,1546.000000,0.000000,1546.000000,0.000000,7531.000000,0.000000,7531.000000,0.000000
3108.000000,0.000000,3108.000000,0.000000,3108.000000,0.000000,3108.000000,0.000000,3108.000000,0.000000,3108.000000,0.000000,3108.000000,0.000000,3108.000000,0.000000,3108.000000,0.000000,3108.000000,0.000000,3108.000000,0.000000,3108.000000,0.000000,3108.000000,0.000000,3108.000000,0.000000,3108.000000,0.000000,3108.000000,0.000000,1112.000000,64468.000000,1112.000000,65346.000000,1112.000000,63484.000000,1112.000000,65489.000000,1112.000000,15020.000000,1112.000000,23.000000,1112.000000,-8.000000,1112.000000,2.000000,1112.000000,991.000000,1112.000000,61.000000,1112.000000,-132.000000,1112.000000,19.000000,1595.000000,0.000000,1595.000000,0.000000,1595.000000,0.000000,1596.000000,0.000000,1596.000000,0.000000,1596.000000,0.000000,1596.000000,0.000000,1596.000000,0.000000,1596.000000,0.000000,7771.000000,0.000000,7771.000000,0.000000
3204.000000,0.000000,3204.000000,0.000000,3204.000000,0.000000,3204.000000,0.000000,3204.000000,0.000000,3204.000000,0.000000,3204.000000,0.000000,3204.000000,0.000000,3204.000000,0.000000,3204.000000,0.000000,3204.000000,0.000000,3204.000000,0.000000,3204.000000,0.000000,3204.000000,0.000000,3204.000000,0.000000,3204.000000,0.000000,1112.000000,64536.000000,1112.000000,65346.000000,1112.000000,63432.000000,1112.000000,65493.000000,1112.000000,15144.000000,1112.000000,29.000000,1112.000000,-4.000000,1112.000000,-1.000000,1112.000000,999.000000,1112.000000,61.000000,1112.000000,-10.000000,1112.000000,203.000000,1640.000000,0.000000,1640.000000,0.000000,1640.000000,0.000000,1640.000000,0.000000,1640.000000,0.000000,1640.000000,0.000000,1641.000000,0.000000,1641.000000,0.000000,1641.000000,0.000000,8004.000000,0.000000,8004.000000,0.000000
3299.000000,0.000000,3299.000000,0.000000,3299.000000,0.000000,3299.000000,0.000000,3299.000000,0.000000,3299.000000,0.000000,3299.000000,0.000000,3299.000000,0.000000,3299.000000,0.000000,3299.000000,0.000000,3299.000000,0.000000,3299.000000,0.000000,3299.000000,0.000000,3299.000000,0.000000,3299.000000,0.000000,3299.000000,0.000000,1112.000000,64464.000000,1112.000000,65344.000000,1113.000000,63456.000000,1113.000000,65487.000000,1113.000000,14988.000000,1113.000000,21.000000,1113.000000,-8.000000,1114.000000,1.000000,1114.000000,989.000000,1114.000000,0.000000,1114.000000,-193.000000,1114.000000,-42.000000,1689.000000,0.000000,1689.000000,0.000000,1689.000000,0.000000,1690.000000,0.000000,1690.000000,0.000000,1690.000000,0.000000,1690.000000,0.000000,1690.000000,0.000000,1690.000000,0.000000,8245.000000,0.000000,8245.000000,0.000000
3393.000000,0.000000,3393.000000,0.000000,3393.000000,0.000000,3393.000000,0.000000,3393.000000,0.000000,3393.000000,0.000000,3393.000000,0.000000,3393.000000,0.000000,3393.000000,0.000000,3393.000000,0.000000,3393.000000,0.000000,3393.000000,0.000000,3393.000000,0.000000,3393.000000,0.000000,3393.000000,0.000000,3393.000000,0.000000,1114.000000,64484.000000,1114.000000,65343.000000,1114.000000,63508.000000,1114.000000,65490.000000,1114.000000,15072.000000,1114.000000,22.000000,1114.000000,-7.000000,1114.000000,4.000000,1114.000000,994.000000,1114.000000,-31.000000,1114.000000,-101.000000,1114.000000,-11.000000,1736.000000,0.000000,1736.000000,0.000000,1736.000000,0.000000,1736.000000,0.000000,1736.000000,0.000000,1736.000000,0.000000,1736.000000,0.000000,1736.000000,0.000000,1736.000000,0.000000,8479.000000,0.000000,8479.000000,0.000000
3489.000000,0.000000,3489.000000,0.000000,3489.000000,0.000000,3489.000000,0.000000,3489.000000,0.000000,3489.000000,0.000000,3489.000000,0.000000,3489.000000,0.000000,3489.000000,0.000000,3489.000000,0.000000,3489.000000,0.000000,3489.000000,0.000000,3489.000000,0.000000,3489.000000,0.000000,3489.000000,0.000000,3489.000000,0.000000,1114.000000,64484.000000,1114.000000,65343.000000,1114.000000,63508.000000,1114.000000,65490.000000,1114.000000,15072.000000,1114.000000,22.000000,1114.000000,-7.000000,1114.000000,4.000000,1114.000000,994.000000,1114.000000,-31.000000,1114.000000,-101.000000,1114.000000,-11.000000,1785.000000,0.000000,1785.000000,0.000000,1785.000000,0.000000,1785.000000,0.000000,1785.000000,0.000000,1785.000000,0.000000,1785.000000,0.000000,1785.000000,0.000000,1785.000000,0.000000,8722.000000,0.000000,8722.000000,0.000000
3584.000000,0.000000,3584.000000,0.000000,3584.000000,0.000000,3584.000000,0.000000,3584.000000,0.000000,3584.000000,0.000000,3584.000000,0.000000,3584.000000,0.000000,3584.000000,0.000000,3584.000000,0.000000,3584.000000,0.000000,3584.000000,0.000000,3584.000000,0.000000,3584.000000,0.000000,3584.000000,0.000000,3584.000000,0.000000,1114.000000,64524.000000,1114.000000,65349.000000,1114.000000,63384.000000,1114.000000,65492.000000,1114.000000,15348.000000,1114.000000,22.000000,1114.000000,-4.000000,1114.000000,-4.000000,1114.000000,1011.000000,1114.000000,153.000000,1114.000000,-40.000000,1115.000000,-11.000000,1832.000000,0.000000,1832.000000,0.000000,1832.000000,0.000000,1832.000000,0.000000,1832.000000,0.000000,1832.000000,0.000000,1832.000000,0.000000,1832.000000,0.000000,1832.000000,0.000000,8954.000000,0.000000,8954.000000,0.000000
3678.000000,0.000000,3678.000000,0.000000,3678.000000,0.000000,3678.000000,0.000000,3678.000000,0.000000,3678.000000,0.000000,3678.000000,0.000000,3678.000000,0.000000,3678.000000,0.000000,3678.000000,0.000000,3678.000000,0.000000,3678.000000,0.000000,3678.000000,0.000000,3678.000000,0.000000,3678.000000,0.000000,3678.000000,0.000000,1115.000000,64492.000000,1115.000000,65343.000000,1115.000000,63352.000000,1115.000000,65489.000000,1115.000000,15372.000000,1115.000000,25.000000,1115.000000,-6.000000,1115.000000,-6.000000,1115.000000,1013.000000,1115.000000,-31.000000,1115.000000,-132.000000,1115.000000,80.000000,1881.000000,0.000000,1881.000000,0.000000,1881.000000,0.000000,1881.000000,0.000000,1881.000000,0.000000,1881.000000,0.000000,1881.000000,0.000000,1881.000000,0.000000,1881.000000,0.000000,9196.000000,0.000000,9196.000000,0.000000
3775.000000,0.000000,3775.000000,0.000000,3775.000000,0.000000,3775.000000,0.000000,3775.000000,0.000000,3775.000000,0.000000,3775.000000,0.000000,3775.000000,0.000000,3775.000000,0.000000,3775.000000,0.000000,3775.000000,0.000000,3775.000000,0.000000,3775.000000,0.000000,3775.000000,0.000000,3775.000000,0.000000,3775.000000,0.000000,1115.000000,64600.000000,1115.000000,65347.000000,1115.000000,63412.000000,1115.000000,65498.000000,1115.000000,15192.000000,1115.000000,24.000000,1115.000000,0.000000,1115.000000,-2.000000,1115.000000,1002.000000,1115.000000,92.000000,1115.000000,143.000000,1115.000000,50.000000,1924.000000,0.000000,1924.000000,0.000000,1924.000000,0.000000,1925.000000,0.000000,1925.000000,0.000000,1925.000000,0.000000,1925.000000,0.000000,1925.000000,0.000000,1925.000000,0.000000,9429.000000,0.000000,9429.000000,0.000000
