FID,Data Bytes,Direction,Checksum,Time (ms)
3,[  252  :  252  :  7  :  24  ],Rx,PASSED,79
4,[  255  :  81  :  247  :  200  ],Rx,PASSED,79
5,[  0  :  116  :  59  :  216  ],Rx,PASSED,79
7,[  0  :  0  :  0  :  14  ],Rx,PASSED,79
8,[  255  :  255  :  255  :  248  ],Rx,PASSED,80
9,[  0  :  0  :  4  :  58  ],Rx,PASSED,80
10,[  255  :  255  :  255  :  199  ],Rx,PASSED,80
11,[  255  :  255  :  255  :  121  ],Rx,PASSED,80
12,[  0  :  0  :  0  :  142  ],Rx,PASSED,80
3,[  253  :  13  :  7  :  20  ],Rx,PASSED,85
4,[  255  :  93  :  247  :  212  ],Rx,PASSED,86
5,[  0  :  88  :  59  :  112  ],Rx,PASSED,86
7,[  0  :  0  :  0  :  14  ],Rx,PASSED,86
8,[  255  :  255  :  255  :  249  ],Rx,PASSED,86
9,[  0  :  0  :  4  :  51  ],Rx,PASSED,89
10,[  0  :  0  :  0  :  72  ],Rx,PASSED,89
11,[  255  :  255  :  255  :  223  ],Rx,PASSED,89
12,[  255  :  255  :  255  :  172  ],Rx,PASSED,89
3,[  253  :  8  :  7  :  8  ],Rx,PASSED,95
4,[  255  :  92  :  247  :  124  ],Rx,PASSED,95
5,[  0  :  89  :  59  :  120  ],Rx,PASSED,95
7,[  0  :  0  :  0  :  13  ],Rx,PASSED,95
8,[  255  :  255  :  255  :  243  ],Rx,PASSED,95
9,[  0  :  0  :  4  :  52  ],Rx,PASSED,99
10,[  0  :  0  :  0  :  28  ],Rx,PASSED,99
11,[  255  :  255  :  255  :  218  ],Rx,PASSED,99
12,[  255  :  255  :  255  :  185  ],Rx,PASSED,99
3,[  253  :  8  :  7  :  8  ],Rx,PASSED,105
4,[  255  :  92  :  247  :  124  ],Rx,PASSED,105
5,[  0  :  89  :  59  :  120  ],Rx,PASSED,105
7,[  0  :  0  :  0  :  13  ],Rx,PASSED,105
8,[  255  :  255  :  255  :  243  ],Rx,PASSED,105
9,[  0  :  0  :  4  :  52  ],Rx,PASSED,109
10,[  0  :  0  :  0  :  25  ],Rx,PASSED,109
11,[  255  :  255  :  255  :  222  ],Rx,PASSED,109
12,[  255  :  255  :  255  :  190  ],Rx,PASSED,109
1,[  0  :  0  :  0  :  0  ],Rx,PASSED,117
2,[  0  :  0  :  0  :  0  ],Rx,PASSED,117
3,[  252  :  255  :  6  :  232  ],Rx,PASSED,117
4,[  255  :  102  :  247  :  220  ],Rx,PASSED,117
5,[  0  :  91  :  59  :  144  ],Rx,PASSED,117
7,[  0  :  0  :  0  :  11  ],Rx,PASSED,117
8,[  255  :  255  :  255  :  249  ],Rx,PASSED,117
9,[  0  :  0  :  4  :  53  ],Rx,PASSED,117
10,[  255  :  255  :  255  :  215  ],Rx,PASSED,117
11,[  0  :  0  :  0  :  39  ],Rx,PASSED,117
12,[  255  :  255  :  255  :  207  ],Rx,PASSED,121
6,[  0  :  0  :  0  :  0  ],Rx,PASSED,121
13,[  64  :  0  :  3  :  253  ],Rx,PASSED,121
14,[  127  :  240  :  3  :  253  ],Rx,PASSED,121
15,[  127  :  255  :  252  :  0  ],Rx,PASSED,121
3,[  253  :  8  :  6  :  252  ],Rx,PASSED,126
4,[  255  :  93  :  247  :  112  ],Rx,PASSED,126
5,[  0  :  77  :  59  :  144  ],Rx,PASSED,126
7,[  0  :  0  :  0  :  13  ],Rx,PASSED,126
8,[  255  :  255  :  255  :  243  ],Rx,PASSED,126
9,[  0  :  0  :  4  :  53  ],Rx,PASSED,127
10,[  0  :  0  :  0  :  30  ],Rx,PASSED,127
11,[  255  :  255  :  255  :  224  ],Rx,PASSED,127
12,[  255  :  255  :  255  :  110  ],Rx,PASSED,127
3,[  253  :  2  :  6  :  216  ],Rx,PASSED,134
4,[  255  :  113  :  247  :  48  ],Rx,PASSED,134
5,[  0  :  86  :  60  :  8  ],Rx,PASSED,134
7,[  0  :  0  :  0  :  10  ],Rx,PASSED,134
8,[  255  :  255  :  255  :  239  ],Rx,PASSED,134
9,[  0  :  0  :  4  :  61  ],Rx,PASSED,137
10,[  255  :  255  :  255  :  241  ],Rx,PASSED,137
11,[  0  :  0  :  0  :  110  ],Rx,PASSED,137
12,[  255  :  255  :  255  :  191  ],Rx,PASSED,138
3,[  252  :  255  :  6  :  204  ],Rx,PASSED,143
4,[  255  :  115  :  247  :  124  ],Rx,PASSED,143
5,[  0  :  74  :  58  :  236  ],Rx,PASSED,143
7,[  0  :  0  :  0  :  10  ],Rx,PASSED,143
8,[  255  :  255  :  255  :  243  ],Rx,PASSED,143
9,[  0  :  0  :  4  :  43  ],Rx,PASSED,148
10,[  255  :  255  :  255  :  224  ],Rx,PASSED,148
11,[  0  :  0  :  0  :  104  ],Rx,PASSED,148
12,[  255  :  255  :  255  :  112  ],Rx,PASSED,148
3,[  252  :  255  :  6  :  204  ],Rx,PASSED,153
4,[  255  :  115  :  247  :  124  ],Rx,PASSED,153
5,[  0  :  74  :  58  :  236  ],Rx,PASSED,153
7,[  0  :  0  :  0  :  10  ],Rx,PASSED,153
8,[  255  :  255  :  255  :  243  ],Rx,PASSED,153
9,[  0  :  0  :  4  :  43  ],Rx,PASSED,158
10,[  255  :  255  :  255  :  231  ],Rx,PASSED,158
11,[  0  :  0  :  0  :  83  ],Rx,PASSED,158
12,[  255  :  255  :  255  :  131  ],Rx,PASSED,158
3,[  252  :  249  :  6  :  176  ],Rx,PASSED,163
4,[  255  :  112  :  247  :  144  ],Rx,PASSED,163
5,[  0  :  94  :  59  :  116  ],Rx,PASSED,163
7,[  0  :  0  :  0  :  8  ],Rx,PASSED,163
8,[  255  :  255  :  255  :  245  ],Rx,PASSED,163
9,[  0  :  0  :  4  :  51  ],Rx,PASSED,167
10,[  255  :  255  :  255  :  197  ],Rx,PASSED,167
11,[  0  :  0  :  0  :  43  ],Rx,PASSED,167
12,[  0  :  0  :  0  :  32  ],Rx,PASSED,167
13,[  64  :  0  :  3  :  253  ],Rx,PASSED,167
14,[  127  :  240  :  3  :  254  ],Rx,PASSED,167
15,[  127  :  255  :  252  :  0  ],Rx,PASSED,167
3,[  252  :  233  :  6  :  188  ],Rx,PASSED,172
4,[  255  :  75  :  247  :  156  ],Rx,PASSED,172
5,[  0  :  99  :  59  :  128  ],Rx,PASSED,172
7,[  0  :  0  :  0  :  9  ],Rx,PASSED,172
8,[  255  :  255  :  255  :  245  ],Rx,PASSED,172
9,[  0  :  0  :  4  :  52  ],Rx,PASSED,177
10,[  255  :  255  :  255  :  97  ],Rx,PASSED,177
11,[  255  :  255  :  255  :  26  ],Rx,PASSED,177
12,[  0  :  0  :  0  :  60  ],Rx,PASSED,177
3,[  252  :  237  :  6  :  216  ],Rx,PASSED,181
4,[  255  :  88  :  247  :  168  ],Rx,PASSED,181
5,[  0  :  86  :  59  :  96  ],Rx,PASSED,181
7,[  0  :  0  :  0  :  10  ],Rx,PASSED,181
8,[  255  :  255  :  255  :  246  ],Rx,PASSED,181
9,[  0  :  0  :  4  :  50  ],Rx,PASSED,184
10,[  255  :  255  :  255  :  156  ],Rx,PASSED,184
11,[  255  :  255  :  255  :  148  ],Rx,PASSED,184
12,[  255  :  255  :  255  :  214  ],Rx,PASSED,184
