FID,Data Bytes,Direction,Checksum,Time (ms)
11,[  0  :  0  :  0  :  35  ],Rx,PASSED,96686
12,[  0  :  0  :  0  :  129  ],Rx,PASSED,96691
6,[  0  :  0  :  0  :  0  ],Rx,PASSED,96691
13,[  127  :  176  :  3  :  236  ],Rx,PASSED,96691
14,[  127  :  208  :  3  :  244  ],Rx,PASSED,96691
15,[  64  :  0  :  0  :  0  ],Rx,PASSED,96691
3,[  252  :  229  :  254  :  188  ],Rx,PASSED,96692
4,[  255  :  89  :  242  :  156  ],Rx,PASSED,96692
5,[  0  :  78  :  58  :  32  ],Rx,PASSED,96692
7,[  0  :  0  :  0  :  49  ],Rx,PASSED,96692
8,[  255  :  255  :  255  :  190  ],Rx,PASSED,96692
9,[  0  :  0  :  3  :  214  ],Rx,PASSED,96696
10,[  255  :  255  :  255  :  23  ],Rx,PASSED,96696
11,[  255  :  255  :  255  :  231  ],Rx,PASSED,96696
12,[  255  :  255  :  255  :  158  ],Rx,PASSED,96696
3,[  252  :  229  :  254  :  188  ],Rx,PASSED,96702
4,[  255  :  89  :  242  :  156  ],Rx,PASSED,96702
5,[  0  :  78  :  58  :  32  ],Rx,PASSED,96702
7,[  0  :  0  :  0  :  49  ],Rx,PASSED,96702
8,[  255  :  255  :  255  :  190  ],Rx,PASSED,96702
9,[  0  :  0  :  3  :  214  ],Rx,PASSED,96707
10,[  255  :  255  :  255  :  27  ],Rx,PASSED,96707
11,[  255  :  255  :  255  :  232  ],Rx,PASSED,96707
12,[  255  :  255  :  255  :  160  ],Rx,PASSED,96707
3,[  252  :  240  :  254  :  28  ],Rx,PASSED,96712
4,[  255  :  63  :  242  :  196  ],Rx,PASSED,96712
5,[  0  :  62  :  58  :  52  ],Rx,PASSED,96712
7,[  0  :  0  :  0  :  39  ],Rx,PASSED,96712
8,[  255  :  255  :  255  :  193  ],Rx,PASSED,96712
9,[  0  :  0  :  3  :  215  ],Rx,PASSED,96717
10,[  255  :  255  :  255  :  114  ],Rx,PASSED,96717
11,[  255  :  255  :  255  :  36  ],Rx,PASSED,96717
12,[  255  :  255  :  255  :  40  ],Rx,PASSED,96717
3,[  253  :  13  :  254  :  60  ],Rx,PASSED,96722
4,[  255  :  77  :  242  :  164  ],Rx,PASSED,96722
5,[  0  :  93  :  58  :  172  ],Rx,PASSED,96722
7,[  0  :  0  :  0  :  41  ],Rx,PASSED,96722
8,[  255  :  255  :  255  :  191  ],Rx,PASSED,96722
9,[  0  :  0  :  3  :  222  ],Rx,PASSED,96726
10,[  0  :  0  :  0  :  78  ],Rx,PASSED,96726
11,[  255  :  255  :  255  :  145  ],Rx,PASSED,96726
12,[  0  :  0  :  0  :  21  ],Rx,PASSED,96726
3,[  252  :  247  :  254  :  104  ],Rx,PASSED,96730
4,[  255  :  84  :  242  :  240  ],Rx,PASSED,96730
5,[  0  :  89  :  58  :  180  ],Rx,PASSED,96730
7,[  0  :  0  :  0  :  44  ],Rx,PASSED,96730
8,[  255  :  255  :  255  :  195  ],Rx,PASSED,96730
9,[  0  :  0  :  3  :  223  ],Rx,PASSED,96733
10,[  255  :  255  :  255  :  168  ],Rx,PASSED,96733
11,[  255  :  255  :  255  :  199  ],Rx,PASSED,96733
12,[  255  :  255  :  255  :  247  ],Rx,PASSED,96733
13,[  127  :  192  :  3  :  237  ],Rx,PASSED,96733
14,[  127  :  208  :  3  :  244  ],Rx,PASSED,96737
15,[  64  :  0  :  0  :  0  ],Rx,PASSED,96737
3,[  253  :  1  :  254  :  96  ],Rx,PASSED,96742
4,[  255  :  117  :  242  :  104  ],Rx,PASSED,96742
5,[  0  :  97  :  58  :  148  ],Rx,PASSED,96742
7,[  0  :  0  :  0  :  43  ],Rx,PASSED,96742
8,[  255  :  255  :  255  :  187  ],Rx,PASSED,96742
9,[  0  :  0  :  3  :  221  ],Rx,PASSED,96744
10,[  255  :  255  :  255  :  245  ],Rx,PASSED,96744
11,[  0  :  0  :  0  :  193  ],Rx,PASSED,96744
12,[  0  :  0  :  0  :  51  ],Rx,PASSED,96744
3,[  253  :  1  :  254  :  96  ],Rx,PASSED,96750
4,[  255  :  117  :  242  :  104  ],Rx,PASSED,96750
5,[  0  :  97  :  58  :  148  ],Rx,PASSED,96750
7,[  0  :  0  :  0  :  43  ],Rx,PASSED,96750
8,[  255  :  255  :  255  :  187  ],Rx,PASSED,96750
9,[  0  :  0  :  3  :  221  ],Rx,PASSED,96755
10,[  255  :  255  :  255  :  246  ],Rx,PASSED,96755
11,[  0  :  0  :  0  :  190  ],Rx,PASSED,96755
12,[  0  :  0  :  0  :  50  ],Rx,PASSED,96755
3,[  253  :  2  :  254  :  96  ],Rx,PASSED,96761
4,[  255  :  77  :  242  :  164  ],Rx,PASSED,96761
5,[  0  :  96  :  58  :  180  ],Rx,PASSED,96761
7,[  0  :  0  :  0  :  43  ],Rx,PASSED,96761
8,[  255  :  255  :  255  :  191  ],Rx,PASSED,96761
9,[  0  :  0  :  3  :  223  ],Rx,PASSED,96762
10,[  255  :  255  :  255  :  253  ],Rx,PASSED,96762
11,[  255  :  255  :  255  :  142  ],Rx,PASSED,96762
12,[  0  :  0  :  0  :  42  ],Rx,PASSED,96762
3,[  253  :  24  :  254  :  184  ],Rx,PASSED,96768
4,[  255  :  102  :  242  :  56  ],Rx,PASSED,96768
5,[  0  :  109  :  58  :  156  ],Rx,PASSED,96769
7,[  0  :  0  :  0  :  48  ],Rx,PASSED,96769
8,[  255  :  255  :  255  :  184  ],Rx,PASSED,96769
9,[  0  :  0  :  3  :  221  ],Rx,PASSED,96772
10,[  0  :  0  :  0  :  162  ],Rx,PASSED,96772
11,[  0  :  0  :  0  :  76  ],Rx,PASSED,96772
12,[  0  :  0  :  0  :  139  ],Rx,PASSED,96772
1,[  0  :  0  :  0  :  0  ],Rx,PASSED,96778
2,[  0  :  0  :  0  :  0  ],Rx,PASSED,96778
3,[  253  :  16  :  254  :  120  ],Rx,PASSED,96778
4,[  255  :  106  :  242  :  96  ],Rx,PASSED,96778
5,[  0  :  91  :  59  :  120  ],Rx,PASSED,96778
7,[  0  :  0  :  0  :  45  ],Rx,PASSED,96783
8,[  255  :  255  :  255  :  187  ],Rx,PASSED,96783
9,[  0  :  0  :  3  :  235  ],Rx,PASSED,96783
10,[  0  :  0  :  0  :  99  ],Rx,PASSED,96783
11,[  0  :  0  :  0  :  105  ],Rx,PASSED,96783
12,[  0  :  0  :  0  :  1  ],Rx,PASSED,96784
13,[  127  :  176  :  3  :  235  ],Rx,PASSED,96784
14,[  127  :  208  :  3  :  242  ],Rx,PASSED,96784
15,[  64  :  0  :  0  :  0  ],Rx,PASSED,96784
3,[  253  :  16  :  254  :  120  ],Rx,PASSED,96789
4,[  255  :  106  :  242  :  96  ],Rx,PASSED,96789
5,[  0  :  91  :  59  :  120  ],Rx,PASSED,96789
7,[  0  :  0  :  0  :  45  ],Rx,PASSED,96789
8,[  255  :  255  :  255  :  187  ],Rx,PASSED,96789
9,[  0  :  0  :  3  :  235  ],Rx,PASSED,96791
10,[  0  :  0  :  0  :  98  ],Rx,PASSED,96792
11,[  0  :  0  :  0  :  103  ],Rx,PASSED,96792
12,[  0  :  0  :  0  :  1  ],Rx,PASSED,96792
3,[  252  :  253  :  253  :  244  ],Rx,PASSED,96798
4,[  255  :  83  :  242  :  108  ],Rx,PASSED,96798
5,[  0  :  96  :  59  :  16  ],Rx,PASSED,96798
7,[  0  :  0  :  0  :  37  ],Rx,PASSED,96798
8,[  255  :  255  :  255  :  187  ],Rx,PASSED,96798
9,[  0  :  0  :  3  :  228  ],Rx,PASSED,96802
10,[  255  :  255  :  255  :  209  ],Rx,PASSED,96802
11,[  255  :  255  :  255  :  185  ],Rx,PASSED,96802
12,[  0  :  0  :  0  :  39  ],Rx,PASSED,96802
3,[  252  :  209  :  254  :  96  ],Rx,PASSED,96809
4,[  255  :  73  :  242  :  112  ],Rx,PASSED,96809
5,[  0  :  90  :  58  :  144  ],Rx,PASSED,96809
7,[  0  :  0  :  0  :  43  ],Rx,PASSED,96809
8,[  255  :  255  :  255  :  188  ],Rx,PASSED,96809
9,[  0  :  0  :  3  :  221  ],Rx,PASSED,96810
10,[  255  :  255  :  254  :  133  ],Rx,PASSED,96810
11,[  255  :  255  :  255  :  109  ],Rx,PASSED,96810
12,[  255  :  255  :  255  :  249  ],Rx,PASSED,96810
3,[  253  :  3  :  254  :  68  ],Rx,PASSED,96816
4,[  255  :  98  :  242  :  136  ],Rx,PASSED,96816
5,[  0  :  98  :  58  :  20  ],Rx,PASSED,96816
7,[  0  :  0  :  0  :  41  ],Rx,PASSED,96816
8,[  255  :  255  :  255  :  189  ],Rx,PASSED,96817
