FID,Data Bytes,Direction,Checksum,Time (ms)
3,[  255  :  161  :  2  :  140  ],Rx,PASSED,0
4,[  255  :  235  :  254  :  80  ],Rx,PASSED,10
5,[  0  :  11  :  60  :  160  ],Rx,PASSED,10
7,[  255  :  255  :  255  :  254  ],Rx,PASSED,10
8,[  255  :  255  :  255  :  254  ],Rx,PASSED,10
9,[  0  :  0  :  3  :  240  ],Rx,PASSED,15
10,[  0  :  0  :  0  :  76  ],Rx,PASSED,15
11,[  0  :  0  :  0  :  43  ],Rx,PASSED,15
12,[  255  :  255  :  255  :  236  ],Rx,PASSED,15
3,[  255  :  159  :  2  :  224  ],Rx,PASSED,15
4,[  255  :  236  :  253  :  220  ],Rx,PASSED,19
5,[  0  :  13  :  60  :  44  ],Rx,PASSED,19
7,[  0  :  0  :  0  :  3  ],Rx,PASSED,19
8,[  255  :  255  :  255  :  247  ],Rx,PASSED,19
9,[  0  :  0  :  3  :  233  ],Rx,PASSED,19
10,[  255  :  255  :  255  :  210  ],Rx,PASSED,22
11,[  0  :  0  :  0  :  104  ],Rx,PASSED,22
12,[  0  :  0  :  0  :  102  ],Rx,PASSED,22
3,[  255  :  158  :  2  :  232  ],Rx,PASSED,22
4,[  255  :  233  :  254  :  68  ],Rx,PASSED,28
5,[  0  :  11  :  60  :  48  ],Rx,PASSED,29
7,[  0  :  0  :  0  :  4  ],Rx,PASSED,29
8,[  255  :  255  :  255  :  253  ],Rx,PASSED,29
9,[  0  :  0  :  3  :  233  ],Rx,PASSED,29
10,[  255  :  255  :  255  :  149  ],Rx,PASSED,33
11,[  255  :  255  :  255  :  177  ],Rx,PASSED,33
12,[  255  :  255  :  255  :  236  ],Rx,PASSED,33
6,[  0  :  0  :  0  :  0  ],Rx,PASSED,33
13,[  64  :  0  :  3  :  254  ],Rx,PASSED,33
14,[  64  :  16  :  4  :  0  ],Rx,PASSED,34
15,[  64  :  0  :  0  :  0  ],Rx,PASSED,34
3,[  255  :  158  :  2  :  232  ],Rx,PASSED,34
4,[  255  :  233  :  254  :  68  ],Rx,PASSED,38
5,[  0  :  11  :  60  :  48  ],Rx,PASSED,38
7,[  0  :  0  :  0  :  4  ],Rx,PASSED,38
8,[  255  :  255  :  255  :  253  ],Rx,PASSED,38
9,[  0  :  0  :  3  :  233  ],Rx,PASSED,38
10,[  255  :  255  :  255  :  149  ],Rx,PASSED,42
11,[  255  :  255  :  255  :  177  ],Rx,PASSED,42
12,[  255  :  255  :  255  :  236  ],Rx,PASSED,42
3,[  255  :  155  :  3  :  16  ],Rx,PASSED,42
4,[  255  :  235  :  254  :  160  ],Rx,PASSED,48
5,[  0  :  13  :  59  :  236  ],Rx,PASSED,48
7,[  0  :  0  :  0  :  6  ],Rx,PASSED,48
8,[  0  :  0  :  0  :  3  ],Rx,PASSED,48
9,[  0  :  0  :  3  :  229  ],Rx,PASSED,48
10,[  255  :  255  :  254  :  222  ],Rx,PASSED,52
11,[  0  :  0  :  0  :  43  ],Rx,PASSED,52
12,[  0  :  0  :  0  :  102  ],Rx,PASSED,52
3,[  255  :  159  :  2  :  208  ],Rx,PASSED,52
4,[  255  :  237  :  254  :  76  ],Rx,PASSED,57
5,[  0  :  10  :  60  :  36  ],Rx,PASSED,57
7,[  0  :  0  :  0  :  2  ],Rx,PASSED,57
8,[  255  :  255  :  255  :  254  ],Rx,PASSED,57
9,[  0  :  0  :  3  :  232  ],Rx,PASSED,57
10,[  255  :  255  :  255  :  210  ],Rx,PASSED,62
11,[  0  :  0  :  0  :  165  ],Rx,PASSED,62
12,[  255  :  255  :  255  :  175  ],Rx,PASSED,62
3,[  255  :  162  :  2  :  140  ],Rx,PASSED,62
4,[  255  :  234  :  254  :  48  ],Rx,PASSED,66
5,[  0  :  12  :  60  :  76  ],Rx,PASSED,66
7,[  255  :  255  :  255  :  254  ],Rx,PASSED,67
8,[  255  :  255  :  255  :  252  ],Rx,PASSED,67
9,[  0  :  0  :  3  :  235  ],Rx,PASSED,67
10,[  0  :  0  :  0  :  137  ],Rx,PASSED,69
11,[  255  :  255  :  255  :  238  ],Rx,PASSED,70
12,[  0  :  0  :  0  :  41  ],Rx,PASSED,70
1,[  0  :  0  :  0  :  0  ],Rx,PASSED,70
2,[  0  :  0  :  0  :  0  ],Rx,PASSED,76
30,[  0  :  0  :  0  :  0  ],Rx,PASSED,76
3,[  255  :  162  :  2  :  140  ],Rx,PASSED,76
4,[  255  :  234  :  254  :  48  ],Rx,PASSED,76
5,[  0  :  12  :  60  :  76  ],Rx,PASSED,76
7,[  255  :  255  :  255  :  254  ],Rx,PASSED,80
8,[  255  :  255  :  255  :  252  ],Rx,PASSED,80
9,[  0  :  0  :  3  :  235  ],Rx,PASSED,80
10,[  0  :  0  :  0  :  137  ],Rx,PASSED,80
11,[  255  :  255  :  255  :  238  ],Rx,PASSED,80
12,[  0  :  0  :  0  :  41  ],Rx,PASSED,84
13,[  64  :  0  :  3  :  255  ],Rx,PASSED,84
14,[  64  :  16  :  4  :  0  ],Rx,PASSED,84
15,[  64  :  0  :  0  :  0  ],Rx,PASSED,84
3,[  255  :  162  :  3  :  60  ],Rx,PASSED,84
4,[  255  :  233  :  254  :  32  ],Rx,PASSED,85
5,[  0  :  10  :  60  :  120  ],Rx,PASSED,85
7,[  0  :  0  :  0  :  9  ],Rx,PASSED,85
8,[  255  :  255  :  255  :  251  ],Rx,PASSED,85
9,[  0  :  0  :  3  :  237  ],Rx,PASSED,86
10,[  0  :  0  :  0  :  137  ],Rx,PASSED,91
11,[  255  :  255  :  255  :  177  ],Rx,PASSED,91
12,[  255  :  255  :  255  :  175  ],Rx,PASSED,91
3,[  255  :  161  :  2  :  204  ],Rx,PASSED,91
4,[  255  :  235  :  254  :  172  ],Rx,PASSED,95
5,[  0  :  9  :  59  :  164  ],Rx,PASSED,95
7,[  0  :  0  :  0  :  2  ],Rx,PASSED,95
8,[  0  :  0  :  0  :  4  ],Rx,PASSED,95
9,[  0  :  0  :  3  :  224  ],Rx,PASSED,96
10,[  0  :  0  :  0  :  76  ],Rx,PASSED,100
11,[  0  :  0  :  0  :  43  ],Rx,PASSED,100
12,[  255  :  255  :  255  :  114  ],Rx,PASSED,100
3,[  255  :  161  :  2  :  124  ],Rx,PASSED,100
4,[  255  :  236  :  254  :  128  ],Rx,PASSED,104
5,[  0  :  12  :  60  :  28  ],Rx,PASSED,104
7,[  255  :  255  :  255  :  253  ],Rx,PASSED,105
8,[  0  :  0  :  0  :  1  ],Rx,PASSED,105
9,[  0  :  0  :  3  :  232  ],Rx,PASSED,105
10,[  0  :  0  :  0  :  76  ],Rx,PASSED,109
11,[  0  :  0  :  0  :  104  ],Rx,PASSED,109
12,[  0  :  0  :  0  :  41  ],Rx,PASSED,109
3,[  255  :  160  :  2  :  184  ],Rx,PASSED,109
4,[  255  :  236  :  254  :  120  ],Rx,PASSED,114
5,[  0  :  12  :  59  :  220  ],Rx,PASSED,114
7,[  0  :  0  :  0  :  1  ],Rx,PASSED,114
