FID,Data Bytes,Direction,Checksum,Time (ms)
3,[  255  :  161  :  252  :  100  ],Rx,PASSED,100
4,[  255  :  239  :  249  :  188  ],Rx,PASSED,100
5,[  0  :  13  :  59  :  232  ],Rx,PASSED,100
7,[  255  :  255  :  255  :  246  ],Rx,PASSED,100
8,[  255  :  255  :  255  :  255  ],Rx,PASSED,101
9,[  0  :  0  :  3  :  239  ],Rx,PASSED,102
10,[  0  :  0  :  0  :  78  ],Rx,PASSED,102
11,[  0  :  0  :  1  :  9  ],Rx,PASSED,102
12,[  0  :  0  :  0  :  47  ],Rx,PASSED,102
3,[  255  :  161  :  252  :  100  ],Rx,PASSED,109
4,[  255  :  239  :  249  :  188  ],Rx,PASSED,109
5,[  0  :  13  :  59  :  232  ],Rx,PASSED,109
7,[  255  :  255  :  255  :  246  ],Rx,PASSED,109
8,[  255  :  255  :  255  :  255  ],Rx,PASSED,109
9,[  0  :  0  :  3  :  239  ],Rx,PASSED,110
10,[  0  :  0  :  0  :  78  ],Rx,PASSED,110
11,[  0  :  0  :  1  :  9  ],Rx,PASSED,110
12,[  0  :  0  :  0  :  47  ],Rx,PASSED,110
3,[  255  :  160  :  253  :  20  ],Rx,PASSED,117
4,[  255  :  238  :  249  :  148  ],Rx,PASSED,117
5,[  0  :  13  :  59  :  188  ],Rx,PASSED,117
7,[  0  :  0  :  0  :  1  ],Rx,PASSED,117
8,[  255  :  255  :  255  :  252  ],Rx,PASSED,117
9,[  0  :  0  :  3  :  236  ],Rx,PASSED,119
10,[  0  :  0  :  0  :  17  ],Rx,PASSED,120
11,[  0  :  0  :  0  :  204  ],Rx,PASSED,120
12,[  0  :  0  :  0  :  47  ],Rx,PASSED,120
13,[  127  :  207  :  239  :  255  ],Rx,PASSED,120
14,[  64  :  128  :  48  :  0  ],Rx,PASSED,122
15,[  126  :  15  :  128  :  0  ],Rx,PASSED,122
3,[  255  :  164  :  253  :  88  ],Rx,PASSED,127
4,[  255  :  236  :  249  :  204  ],Rx,PASSED,127
5,[  0  :  10  :  59  :  156  ],Rx,PASSED,127
7,[  0  :  0  :  0  :  5  ],Rx,PASSED,127
8,[  0  :  0  :  0  :  0  ],Rx,PASSED,127
9,[  0  :  0  :  3  :  234  ],Rx,PASSED,131
10,[  0  :  0  :  1  :  5  ],Rx,PASSED,131
11,[  0  :  0  :  0  :  82  ],Rx,PASSED,131
12,[  255  :  255  :  255  :  120  ],Rx,PASSED,131
3,[  255  :  157  :  252  :  224  ],Rx,PASSED,136
4,[  255  :  234  :  249  :  156  ],Rx,PASSED,136
5,[  0  :  10  :  59  :  100  ],Rx,PASSED,136
7,[  255  :  255  :  255  :  254  ],Rx,PASSED,136
8,[  255  :  255  :  255  :  253  ],Rx,PASSED,136
9,[  0  :  0  :  3  :  231  ],Rx,PASSED,140
10,[  255  :  255  :  255  :  90  ],Rx,PASSED,140
11,[  255  :  255  :  255  :  216  ],Rx,PASSED,140
12,[  255  :  255  :  255  :  120  ],Rx,PASSED,140
3,[  255  :  157  :  252  :  224  ],Rx,PASSED,145
4,[  255  :  234  :  249  :  156  ],Rx,PASSED,145
5,[  0  :  10  :  59  :  100  ],Rx,PASSED,145
7,[  255  :  255  :  255  :  254  ],Rx,PASSED,145
8,[  255  :  255  :  255  :  253  ],Rx,PASSED,145
9,[  0  :  0  :  3  :  231  ],Rx,PASSED,149
10,[  255  :  255  :  255  :  90  ],Rx,PASSED,149
11,[  255  :  255  :  255  :  216  ],Rx,PASSED,149
12,[  255  :  255  :  255  :  120  ],Rx,PASSED,149
3,[  255  :  159  :  253  :  32  ],Rx,PASSED,156
4,[  255  :  235  :  250  :  16  ],Rx,PASSED,156
5,[  0  :  12  :  59  :  136  ],Rx,PASSED,156
7,[  0  :  0  :  0  :  2  ],Rx,PASSED,156
8,[  0  :  0  :  0  :  4  ],Rx,PASSED,156
9,[  0  :  0  :  3  :  233  ],Rx,PASSED,157
10,[  255  :  255  :  255  :  212  ],Rx,PASSED,157
11,[  0  :  0  :  0  :  21  ],Rx,PASSED,158
12,[  255  :  255  :  255  :  242  ],Rx,PASSED,158
1,[  0  :  0  :  2  :  16  ],Rx,PASSED,164
2,[  0  :  0  :  0  :  0  ],Rx,PASSED,164
30,[  0  :  0  :  0  :  0  ],Rx,PASSED,164
3,[  255  :  159  :  253  :  28  ],Rx,PASSED,164
4,[  255  :  235  :  249  :  140  ],Rx,PASSED,164
5,[  0  :  13  :  59  :  212  ],Rx,PASSED,167
7,[  0  :  0  :  0  :  1  ],Rx,PASSED,167
8,[  255  :  255  :  255  :  252  ],Rx,PASSED,167
9,[  0  :  0  :  3  :  237  ],Rx,PASSED,167
10,[  255  :  255  :  255  :  212  ],Rx,PASSED,167
11,[  0  :  0  :  0  :  21  ],Rx,PASSED,173
12,[  0  :  0  :  0  :  47  ],Rx,PASSED,173
13,[  127  :  207  :  239  :  255  ],Rx,PASSED,173
14,[  64  :  128  :  48  :  0  ],Rx,PASSED,173
15,[  126  :  15  :  128  :  0  ],Rx,PASSED,173
3,[  255  :  160  :  253  :  16  ],Rx,PASSED,174
4,[  255  :  232  :  249  :  188  ],Rx,PASSED,174
5,[  0  :  12  :  60  :  72  ],Rx,PASSED,174
